raw_id,text,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,lga_confidence,opposition_signal_probability,language_label,language_confidence,schema_version,model,reviewer_label,reviewer_reasoning,final_label,reviewed_by,reviewed_at
gdelt-10a77e5f8129,"Nigeria Has Never Desired Change Like This Before – APM Chairman Dantalle. National Chairman of the Allied Peoples Movement (APM), Yusuf Dantalle, has said Nigeria deserves a positive change, the one the country never desired before. Dantalle spoke in Bauchi while on the entourage of the party’s presidential candidate and Governor of Oyo state, Governor Seyi Makinde who was in the state for consultation with Governor Bala Mohammed. He noted that the Tinubu-led administration is standing “aloof”, a situation he described as embarrassing, saying “It is shameful that in a house, some persons are selected to say something, some are not allowed to say anything. “We saw what happened about two, three days ago this week in the House of Representatives. Nobody will save Nigeria unless we choose to save it. “APM is not coming to do the usual. What APM is coming with is to reset Nigeria, to reboot Nigeria, to start solving the problems of Nigeria from the grassroots,” Dantalle said. The APM national chairman urged Nigerians to legitimately take his/her destiny in their hands, and called on each and every citizen to support the new chartered course for salvation from all bondages. We’ve got the edge. Get real-time reports, breaking scoops, and exclusive angles delivered straight to your phone. Don’t settle for stale news. Join LEADERSHIP NEWS on WhatsApp for 24/7 updates →",positive,0.74,0.93,strong,unclear,0.6,0.06,english,1.0,v3,jev-1.13.0,,,,,
gdelt-0f5600e83a66,"Bauchi LG election : APM secures all 20 chairmanship seats. The Allied People’s Movement (APM) has recorded a sweeping victory in the Bauchi State local government elections, winning all 20 chairmanship positions contested across the state. The Bauchi State Independent Electoral Commission (BASIEC) announced the results on Monday night, declaring APM candidates winners of all the chairmanship seats. The party also dominated the councillorship contests, securing 319 of the 323 available seats. According to BASIEC Chairperson, Jummai Abubakar, candidates of four other political parties shared the remaining four councillorship positions. The Social Democratic Party (SDP), National Rescue Movement (NRM), Zenith Labour Party (ZLP) and Young Progressives Party (YPP) each secured one councillorship seat. Other News Electricity workers threaten nationwide shutdown over assault by soldiers 2027: Makinde lauds Nigerians for identifying with APM Bauchi NUJ Council elects Gadau as chairman, new officials Abubakar said the elections were conducted independently and that the declared winners emerged after meeting the relevant legal requirements and recording the highest number of valid votes in their respective constituencies. The election, however, was held against the backdrop of an opposition boycott. The Coalition of Opposition Parties in Bauchi had announced its withdrawal from the poll on Sunday, alleging that the electoral process was structured to favour the ruling APM. Governor Bala Mohammed, who voted during the exercise, dismissed concerns over the boycott, describing the election as peaceful and maintaining that the withdrawal of some parties would not affect its legitimacy. The state government had also declared Monday a work-free day to encourage residents, including public servants and bank workers, to participate in the election. The Bauchi State Independent Electoral Commission (BASIEC) announced the results on Monday night, declaring APM candidates winners of all the chairmanship seats. The party also dominated the councillorship contests, securing 319 of the 323 available seats. According to BASIEC Chairperson, Jummai Abubakar, candidates of four other political parties shared the remaining four councillorship positions. The Social Democratic Party (SDP), National Rescue Movement (NRM), Zenith Labour Party (ZLP) and Young Progressives Party (YPP) each secured one councillorship seat. Other News Electricity workers threaten nationwide shutdown over assault by soldiers 2027: Makinde lauds Nigerians for identifying with APM Bauchi NUJ Council elects Gadau as chairman, new officials Abubakar said the elections were conducted independently and that the declared winners emerged after meeting the relevant legal requirements and recording the highest number of valid votes in their respective constituencies. The election, however, was held against the backdrop of an opposition boycott. The Coalition of Opposition Parties in Bauchi had announced its withdrawal from the poll on Sunday, alleging that the electoral process was structured to favour the ruling APM. Governor Bala Mohammed, who voted during the exercise, dismissed concerns over the boycott, describing the election as peaceful and maintaining that the withdrawal of some parties would not affect its legitimacy. The state government had also declared Monday a work-free day to encourage residents, including public servants and bank workers, to participate in the election. The party also dominated the councillorship contests, securing 319 of the 323 available seats. According to BASIEC Chairperson, Jummai Abubakar, candidates of four other political parties shared the remaining four councillorship positions. The Social Democratic Party (SDP), National Rescue Movement (NRM), Zenith Labour Party (ZLP) and Young Progressives Party (YPP) each secured one councillorship seat. Other News Electricity workers threaten nationwide shutdown over assault by soldiers 2027: Makinde lauds Nigerians for identifying with APM Bauchi NUJ Council elects G",neutral,0.66,0.88,calm,unclear,0.67,0.07,english,1.0,v3,jev-1.13.0,,,,,
gdelt-3a288a46cc83,Makinde  ll Win 2027 Presidential Election – APM,positive,0.45,0.96,calm,unclear,0.99,0.43,english,0.95,v3,jev-1.13.0,,,,,
gdelt-795092e284ae,"Photos : APM Convention : Seyi Makinde , Party Leaders , Delegates Storm Bauchi",neutral,0.65,0.9,mild,Bauchi,0.74,0.21,english,0.9,v3,jev-1.13.0,,,,,
gdelt-737d0331b56c,"How thugs killed Islamic teacher in Bauchi. Residents of Karofin Madaki quarters in Bauchi metropolis were thrown into shock and mourning following the killing of a renowned Islamiyyah teacher in the area, Rilwanu Dauda. Dauda, 42, was allegedly killed on Sunday by two brothers suspected to be political thugs after a quarrel over political posters. Daily Trust gathered that Dauda was stabbed in the stomach with a knife and died on the way to hospital. Trouble started around 10am on that day after the deceased asked the thugs to remove political posters pasted on a billboard adjacent to his family house. The thugs refused and engaged him in a fight. According to the deceased’s elder brother, Hamza Dauda, “The younger of the two thugs hit Malam with a stick; while the elder hit him with a knife on the head. Malam immediately collapsed and people around intervened and forced all the thugs to leave the scene. “However, the younger thug crossed the road, entered his family house and a few minutes later returned to our family house holding a knife. He met my late brother at the main gate and stabbed him in the stomach before running away. “Some people saw him sneak away after stabbing Malam. It was only after he left that they realised my late brother was bleeding from the injury. He was rushed to the Bauchi State Specialist Hospital where he was confirmed dead. He died on the way to hospital. “I was at my place of work when a friend of mine, Babangida, called me on phone and asked me to come to the hospital because my younger brother was dead. On arrival, I checked his body and saw where he was stabbed in the stomach. “Malam was someone who never quarreled with others. Unfortunately, look at how he was brutally murdered for no reason.” Hamza called on the government and the police to arrest the killers and bring them to justice. “I want justice in this matter. Everybody knows Malam was not troublesome and he was killed unjustly. His family wants justice. The killers should be arrested and made to pay for their actions.” When our reporter visited the deceased’s family house, sympathizers were still trooping in four days after his murder for condolences. Residents, who spoke to Daily Trust, described the late cleric as humble, kind, humane and a gentleman. One of them, Muhammad Aminu, described the incident as unfortunate, lamenting that “I wonder why people no longer value human life. People can kill over a slight provocation. This is unfortunate and something should be done to prevent its recurrence. “Youths no longer value life. On any provocation, you hear that someone has been killed. When I heard about Malam’s case, I didn’t believe it until three different people told me, because Malam was not the kind of person you would expect to be involved in such a fight. “Probably the guys who killed Malam had a grudge against him before this incident. After all, the fight had ended following the intervention of people around. So why did one of the thugs return to the scene and stab him? This tells you he had a grudge against the deceased. “Late Malam Rilwanu was a kind and humane cleric who related well with people. He was religious and generous. You hardly saw him in this area except when he came to his family house. He was residing with his family along Ibrahim Bako Road.” Another resident, Musa Yusuf, described the death of the cleric as a great loss not only to his immediate family, but to the entire people of Karofin Madaki and Bauchi State as a whole. One of the deceased’s neighbour, Bello Ibrahim, said: “The thugs called a colleague who came to the scene and proceeded to paste the poster, resulting in a heated argument,” he said. Bello said it was at that point that one of the thugs brought out a dagger, stabbed the late Ridwan in the chest and fled. “Residents rushed out, picked him up, and took him to hospital, but he died on the way,” he said. Another resident, Sani Musa, described Rilwanu as a nice gentleman and an Islamiyya teacher from a decent family background who",not_about_candidate,1.0,0.02,strong,Ganjuwa,0.47,0.05,english,0.96,v3,jev-1.13.0,,,,,
gdelt-403d0bb72c0f,"Tinubu hails winners of by - elections in Gombe , Bauchi , Delta States",not_about_candidate,0.77,0.06,calm,unclear,0.96,0.53,english,0.94,v3,jev-1.13.0,,,,,
gdelt-12bbf560f3fc,"By - elections : Tinubu hails winners in Bauchi , Delta , Kano states - Blueprint Newspapers Limited. September 20, 2026 Abdullahi M. Gulloma Politics 0 President Bola Ahmed Tinubu has congratulated the winners of the by-elections held over the weekend in five constituencies across Gombe, Kano, Bauchi and Delta states. All Progressives Congress (APC) candidates won four of the five seats, while the Allied Peoples Movement (APM) secured one. The successful APC candidates are Kallamu MaiJama’a, Gombe/Kwami/Funakaye Federal Constituency in Gombe State; Husseini Datti, Dawakin Kudu State Constituency in Kano State; Okolosi Ator, Udu State Constituency in Delta State; and Yakubu Ali, Disina State Constituency in Bauchi State. Adamu Yakubu of the APM won the Sakwa State Constituency seat in Bauchi State. The President said the victories recorded by APC candidates once again demonstrate the confidence Nigerians repose in the party’s capacity to govern effectively and deliver shared prosperity. “I am encouraged by the support Nigerians at the grassroots continue to show for our party and for the difficult but necessary reforms our administration has implemented over the past three years. “I urge Nigerians to remain steadfast and not be swayed by political opportunism. The benefits of these reforms will become increasingly evident as we enter the next phase of our programme,” he said. The President urged the winners to justify the confidence their constituents have placed in them through diligent and effective representation. He also encouraged the other candidates to accept the outcome in good faith and continue contributing to the democratic process. The President commended voters and security agencies for maintaining peace and order during the elections. He also applauds the Independent National Electoral Commission (INEC) for successfully conducting the polls following the August 15 Osun State governorship election. He urged INEC to build on the progress recorded in the by-elections and address any shortcomings ahead of future polls, particularly the general elections scheduled for January and February.",neutral,0.97,0.93,mild,unclear,0.64,0.67,english,1.0,v3,jev-1.13.0,,,,,
gdelt-33e07e5013b1,"APM ready to tackle murders , abductions Chairman. APM National Chairman Yusuf Mamman Dantalle The Allied People’s Movement (APM) has said it is ready to tackle murders and abductions, as demonstrated by Governor Seyi Makinde’s purchase of two surveillance aircraft to bolster, enhance, and strengthen security operations in Oyo State. The party explained that the two DA 42 MNG model aircraft, which are for intelligence, surveillance and reconnaissance operations and are equipped with sophisticated surveillance gadgets, are capable of identifying targets from both high and low altitudes and are a testament to the Oyo State Government’s commitment to protecting lives and property in the state. APM National Chairman Yusuf Mamman Dantalle said in a statement that the aircraft would support the efforts of the nation’s security agencies, including the Amotekun Corps, in combating terrorism, banditry, kidnapping for ransom, and other criminal activities in Oyo State. “This is in tandem with Section 14(2)b of the Constitution of the Federal Republic of Nigeria 1999, as amended, which provides that the security and welfare of the people shall be the primary purpose of government. “Governor Makinde, who is also the APM presidential Candidate, has demonstrated exceptional leadership capacity, managerial acumen and political sagacity to safeguard lives and property in Oyo State, which is essential for sustainable democracy and development. Other News Tinubu: Makinde queries non-transmission of power to VP Tinubu: Makinde queries non-transmission of power to VP 2027: Makinde lauds Nigerians for identifying with APM “The party hails his visionary, purposeful, and inclusive governance that has transformed Oyo State and urges residents to keep supporting the APM government in the state. “The well-being of the people is the hallmark of democratic governance. APM will continue to put the interest of the masses first, as proved in Oyo and Bauchi States, where the party is in power. Nigerians desire and deserve dividends of democracy, not carnage. “As Allied People’s Movement presidential flag bearer, Makinde will replicate his resourceful, robust, vibrant and compassionate leadership across the country, and redirect the ship of the nation from its perilous course to the path of progress, development and advancement, if elected into office as president in 2027. He has the political will to make Nigeria great again. “Accordingly, the party urges Nigerians to identify with APM and all its candidates in the upcoming elections for improved national security, unity, and prosperity,” he added. The party explained that the two DA 42 MNG model aircraft, which are for intelligence, surveillance and reconnaissance operations and are equipped with sophisticated surveillance gadgets, are capable of identifying targets from both high and low altitudes and are a testament to the Oyo State Government’s commitment to protecting lives and property in the state. APM National Chairman Yusuf Mamman Dantalle said in a statement that the aircraft would support the efforts of the nation’s security agencies, including the Amotekun Corps, in combating terrorism, banditry, kidnapping for ransom, and other criminal activities in Oyo State. “This is in tandem with Section 14(2)b of the Constitution of the Federal Republic of Nigeria 1999, as amended, which provides that the security and welfare of the people shall be the primary purpose of government. “Governor Makinde, who is also the APM presidential Candidate, has demonstrated exceptional leadership capacity, managerial acumen and political sagacity to safeguard lives and property in Oyo State, which is essential for sustainable democracy and development. Other News Tinubu: Makinde queries non-transmission of power to VP Tinubu: Makinde queries non-transmission of power to VP 2027: Makinde lauds Nigerians for identifying with APM “The party hails his visionary, purposeful, and inclusive governance that has transformed Oyo State and urges residents to keep supporting the A",not_about_candidate,0.43,0.91,strong,unclear,0.99,0.03,english,1.0,v3,jev-1.13.0,,,,,
gdelt-6b51ab417794,"Gov Bala Advocates Establishment Of Additional Military Brigades In Bauchi. Governor Bala Abdulkadir Mohammed has called for the establishment of military brigades in some strategic security-prone areas of Bauchi State to forestall insecurity that could create upheavals and wanton destruction of innocent lives and property. He made the call yesterday during a State Security Council meeting in Bauchi. The governor revealed that he wants the military brigades to be established in Tafawa/Bogoro axis, Alkaleri and Katagum Local Government Areas of the state. He explained that the establishment of well-motivated brigades in those earmarked areas would help the police in their duties, attributable to increasing demographics and population, as well as the establishment of more police stations in areas where they do not have them. According to the governor, he had discussed these issues with the General Officer Commanding 3 Division of the Nigerian Army, Major General Maxwell Dangana, when he visited Bauchi Government House for a courtesy visit. Mohammed reiterated his government’s readiness to collaborate with the security agencies with little money, and with community and public-spirited individuals, as well as with the help of Emirate Councils, to build the police stations with them. The governor, who described security as the foundation upon which development rests, said, “We do not just give verbal support. We match our support with concrete action. We will continue to provide the necessary logistical backing to the security agencies.” He assured of the provision of operational support while improving the infrastructure needed to ensure that security personnel operate under dignified conditions. “In addition to the support we have consistently given, we are going to establish and engender collaboration. “I think you should also leverage on that so that you can provide comfort to our men that are really exposed to the vagaries of the forest and criminality. “We are calling on the Commissioner of Police and the Police High Command and also the military as they are expanding their services.” Mohammed also called on security agencies to intensify coordinated operations across the state to curb the resurgence of kidnapping, banditry and other violent crimes in several frontline local government areas. He expressed concern over the deteriorating security situation in parts of the state, warning that criminal elements displaced from neighbouring states were attempting to establish new bases in Bauchi. The governor directed security agencies to sustain the momentum of ongoing security operations and replicate the recent successes recorded in Alkaleri, Ningi, Ganjuwa, Toro and other affected local government areas. He called for increased joint patrols, improved intelligence gathering and stronger surveillance of forests, rural markets and border communities to deny criminals freedom of movement. He charged traditional rulers to play more active roles in intelligence gathering, warning that any traditional ruler found allocating land to criminal elements, granting illegal mining access or harbouring suspected criminals would face the full weight of the law. “Silence in the face of crime amounts to complicity and will not be tolerated,” the governor warned. Reaffirming his administration’s commitment to security, Governor Mohammed said the state government would continue to provide logistics, operational support and critical infrastructure to security agencies to enhance their effectiveness. He disclosed that the government had invested in modern surveillance and tracking equipment to improve intelligence gathering and monitoring operations. He also reminded council members that the state would witness heightened political activities with the lifting of a ban on electioneering campaigns for the 2027 general elections, as state local government elections would also hold on August 17. Prior to that, the governor revealed that the state is also hosting the annual democracy dialogue of the former President Goodluck Jo",not_about_candidate,1.0,0.02,moderate,Alkaleri,0.4,0.17,english,1.0,v3,jev-1.13.0,,,,,
gdelt-5db6a339e3e2,"Bauchi guber : Bala Mohammed ex - campaign DG , Faruk Mustapha , emerges APC Abubakar running mate. The All Progressives Congress, APC, in Bauchi State has picked former Commissioner for Special Duties and Rural Development, Hon. Faruk Mustapha, as the running mate to its 2027 governorship candidate, Barr Mohammed Abdullahi Abubakar, SAN. The choice of Mustapha ends weeks of speculation over who would occupy the deputy governorship position on the APC ticket ahead of the 2027 election. Mustapha, who confirmed his emergence in an interview with journalists said he had accepted the nomination, describing it as a responsibility to serve the people of the state. “Yes, I have been nominated as the gubernatorial running mate and I have accepted the nomination. It is a call to service and I can’t reject such a call,” he said. He added that the confidence placed in him by the party and the people would motivate him to contribute positively to the development of Bauchi State. “The people know our capabilities and decided to trust us with the responsibility of leadership. We will not fail them,” he said. The former commissioner, who recently left the Allied People’s Movement (APM) after losing out in the party’s governorship ticket race, said the decision to pair with Abubakar was based on the former governor’s experience and knowledge of governance. According to him, Abubakar’s previous tenure as governor gives him an advantage in returning to lead the state. “He is not a newcomer to the job. He knows exactly what to do, and it is only fair to allow him come back to complete the good things he started,” Mustapha said. Mustapha, who served as Director-General of Governor Bala Mohammed’s 2023 re-election campaign, expressed confidence that the APC would defeat its opponents in the 2027 elections. The APC State Organising Secretary, Sallau Kafi, had earlier confirmed that the party leadership and its governorship candidate had submitted Mustapha’s name and credentials to INEC for the running mate slot.",neutral,0.55,0.88,calm,unclear,0.76,0.67,english,1.0,v3,jev-1.13.0,,,,,
gdelt-acb680e658e7,Parties That Withdrew From Bauchi Council Polls Are Cowards – Gov . Bala,negative,0.44,0.07,strong,unclear,0.82,0.65,english,0.99,v3,jev-1.13.0,,,,,
gdelt-f8c66bc8b9e6,"Bauchi LG Polls : APM Victory a Warning to Opposition – Moham. File photo: Bauchi governor, Bala Mohammed The Bauchi State Governor, Bala Mohammed, has described the victory of the Allied Peoples Movement in Monday’s local government election as a warning signal to opposition parties ahead of the 2027 general elections. Mohammed stated this on Tuesday while swearing in the newly elected 20 local government chairmen at the Government House, Bauchi. The governor, while congratulating the chairmen and councillors, stated that their victory indicated the high level of the people’s  acceptance of the administration’s policies and programs. He said, “The recent election has shown that the APM, a relatively new and smaller political platform than the PDP, is nevertheless a formidable political platform. “Indeed, this local government election  is a warning signal and a daunting task to the opposition parties. They do not stand a chance of making any impact during the 2027 elections. “The opposition has never given excuses. We have consistently worked and distributed the dividends of democracy to every corner of the state.” See more Punch stories on Google. Add Punch on Google Mohammed disclosed that his administration has recorded achievements in infrastructure, security, healthcare, education and agriculture across the state. He listed the construction and rehabilitation of roads, expansion of healthcare facilities, renovation and construction of schools, as well as agricultural interventions among the projects implemented by his administration. The governor also urged the newly elected council chairmen to justify the confidence reposed in them by the electorate, warning them against mismanaging public funds. He said the chairmen must understand that local government administration was no longer about sharing money but about providing effective governance and addressing the needs of the people at the grassroots. Related News FG didn’t fund Ibadan airport with N50bn — Makinde 2027 elections: APC leaders weigh options as Wike-govs rift deepens JUST IN: Babachir Lawal joins NDC three months after ADC exit “The position of the local government is no longer a cash drawer where we go and share money. We go there to face challenges because the required human capacity, trust and confidence of the people must be earned,” Mohammed stressed. He added, “You should not be tempted to misappropriate or divert local government funds. With financial autonomy now granted to local governments to run their affairs, you have no excuse,” he warned. Mohammed further urged the chairmen to work closely with traditional rulers, security agencies and other stakeholders to sustain peace and improve security across their respective councils. He urged the council bosses to ensure that information concerning security threats was promptly passed to the relevant security agencies. The governor also charged the newly appointed special advisers to hit the ground running, saying their performance would be measured by the impact they make during their tenure. He assured them that the state government would provide them with the necessary tools and access to resources to enable them discharge their responsibilities effectively. The Bauchi governor further urged the chairmen and political appointees to remain committed to serving the people, saying their accessibility at the grassroots placed greater responsibilities on them. He said the government would continue to monitor their performances and ensure transparency in the delivery of dividends of democracy to the people of the state. While also noting that the latest local government election was the third conducted by his administration since 2019, following previous polls in 2020 and 2024, he maintained that the ruling party had maintained its dominance in the local government elections, with the APM winning all 20 chairmanship seats and 319 councillorship seats in the latest election. Mohammed stated this on Tuesday while swearing in the newly elected 20 local government chairme",positive,0.95,0.93,moderate,Bauchi,0.55,0.11,english,1.0,v3,jev-1.13.0,,,,,
gdelt-612d0bb43c3b,Bauchi 2027 And The MA Question,neutral,0.58,0.27,calm,unclear,0.79,0.37,english,0.97,v3,jev-1.13.0,,,,,
gdelt-27fa76808156,"Bauchi assembly majority leader resigns to contest LG chairmanship – Daily Trust. The Majority Leader of the Bauchi State House of Assembly, Saleh Hodi Jibri, has resigned to contest the chairmanship of Shira Local Government Council under the Allied Progressive Movement (APM). Jibri, who represented Disina Constituency, announced his resignation on Wednesday during plenary presided over by the Speaker, Hon. Abubakar Y. Suleiman. In his farewell remarks, Jibri thanked stakeholders in Shira LGA for selecting him as the party’s candidate, as well as Governor Bala Mohammed for the confidence reposed in him. He also expressed appreciation to the Speaker and his colleagues for their cooperation, guidance and support throughout his tenure in the House. Earlier, the Speaker informed lawmakers that Jibri’s resignation followed the decision of the APM to nominate him as its candidate for chairman of Shira Local Government in the forthcoming local government election. Suleiman described his relationship with Jibri as extending beyond their roles as parliamentary colleagues, noting that they had worked together since the Ninth Assembly and developed a bond comparable to that of biological brothers. Other lawmakers paid tribute to the outgoing Majority Leader, describing him as a patient, dedicated and selfless leader whose contributions to the House had earned him respect. Following Jibri’s resignation, the APM nominated Hon. Auwal Hassan Yana of Shira Constituency as the new Majority Leader. The House subsequently approved Jibri’s resignation and the emergence of Yana as his successor. In his acceptance speech, Yana thanked God, party stakeholders and Governor Bala Mohammed for the confidence reposed in him. He pledged to build on the leadership qualities of his predecessor and appealed to his colleagues for guidance, constructive correction and continued support as he assumed his new responsibility. Nigerians can now invest ₦2.5 million on premium domains and profit about ₦17-₦25 million . All earnings paid in US Dollars . Rather than wonder, click here to find out how it works . Join Daily Trust WhatsApp Community For Quick Access To News and Happenings Around You.",not_about_candidate,0.32,0.9,mild,Shira,1.0,0.07,english,1.0,v3,jev-1.13.0,,,,,
gdelt-39277711eac6,"2027 : Makinde  ll win presidential contest , says APM. Oyo State Governor, Seyi Makinde (middle); receiving certificate of return and flag as Allied People’s Movement (APM), Presidential Candidate from the party’s National Chairman, Alhaji Yusuf Mamman Dantalle (left) while the Organizing Secretary, Hon Bashiru Bala looks on, during the APM primary election collation/unveiling ceremony, held at Emeritus Theophilus Ogunlesi Hall, Ibadan. PHOTO: Oyo Gov’s Media. From Ndubuisi Orji, Abuja The Allied People’s Movement (APM) has said that its presidential candidate in the 2027 general election, Governor Seyi Makinde will win the contest. The APM National Publicity Secretary, Abubakar Yusuf, stated this,on Monday,in Abuja. He said this is as result of Makinde’s rising popularity and acceptability among Nigerians as a credible alternative to President Bola Tinubu. Yusuf, who confirmed that the APM has uploaded the Oyo State governor’s details , alongside those of its other candidates for the 2027 polls, on the Independent National Electoral Commission ( INEC) portal, expressed optimism that the opposition party apart from winning the presidential poll, would also win other positions. According to him, ” We have uploaded details of our Presidential, Vice Presidential and National Assembly candidates as required by INEC. This marks another important milestone in our journey towards offering Nigerians a credible, competent and people-oriented alternative in the 2027 general elections. “Our confidence is rooted in our continuous engagement with Nigerians and the array of very credible candidates that we are fielding at all levels. “The APM is proud of the quality of leaders flying its flag across the country. Our candidates are men and women of proven character, integrity and outstanding performance in their respective fields. They embody the values of accountability, service and purposeful leadership that Nigerians have consistently demanded. “Across the country, citizens have expressed deep concerns about the rising cost of living, widespread insecurity, unemployment and declining economic opportunities. These are genuine concerns that require practical solutions and compassionate leadership which only the APM can offer. “So, with an APM-led administration and Makinde on the saddle, the welfare of Nigerians will be at the centre of government policies.” Yusuf, while noting that the APM’s engagement is yielding results, as there is a surge of members into the party, stated that “we have a presidential candidate who not only has the commitment but also the leadership capacity and competence to secure our nation, rebuild the economy and ensure that every Nigerian enjoys the dividends of good governance. “So our Presidential candidate stands out as a leader whose record speaks for itself. Of course, without argument, his achievements have earned him national recognition as one of Nigeria’s most performing governors and that is why Nigerians want him as President. “We all know that Governor Makinde has earned a reputation for prudent management of public resources and responsible governance. So, these principles will guide an APM government at the federal level. “Beyond his impressive performance in office, Governor Makinde represents a new generation of leadership. He combines experience with relative youth, energy, vision and the capacity to unite Nigerians across political, ethnic and religious divides. We firmly believe he possesses the competence, character and courage required to reposition Nigeria and restore confidence in governance. “In Bauchi State, Governor Bala Mohammed, our senatorial candidate, brings a wealth of experience and leadership that will further strengthen the party’s vision of effective representation and national development. Together with our other candidates, he will play a vital role in advancing the APM’s mission of delivering responsible governance.” The Allied People’s Movement (APM) has said that its presidential candidate in the 2027 general election, Governor",positive,0.7,0.93,moderate,unclear,0.97,0.04,english,1.0,v3,jev-1.13.0,,,,,
gdelt-79540fbdb50d,"2027 Katagum federal constituency ssessment - Blueprint Newspapers Limited. July 21, 2026 Tajuddeen Ahmad Tijjani Letters 0 As political activities gather momentum ahead of the 2027 general elections, the race for the Katagum federal constituency, Bauchi state is taking a reflective shape. If the People’s Redemption Party (PRP) had opted to field a female candidate for the House of Representatives seat, the party would have faced significant challenges. Given the prevailing religious and socio-cultural realities of Katagum, many voters, however, remain highly sensitive to issues relating to leadership selection, making such a decision politically difficult. We totally adhere to religious guides; it’s something new that would hardly scale through. We give women chances, but not political electability. Check history since the advent of our nascent democracy. Furthermore, if speculations that Hon. Tijjani Aliyu former state assembly member has accepted to deputise Senator Shehu Buba on the PRP platform are true, the contest for the House of Representatives may effectively narrow to a competition between Muhammad Kabiru Baba of the All Progressives Congress (APC) and Tilmiz of the National Democratic Convention (NDC). As for the All Progressive Movement (APM) candidate, Auwal Audu, however, political indicators suggest that the circumstances surrounding the fate of former House of Representatives member Abdulkadir Santuraki await him. His prospects are very slim, considering the dynamics and voting patterns that have historically characterised politics in the Katagum federal constituency. We hardly make noise, but your performance will, of course, speak for itself in the ballot box. The ADC also appears to have weakened its position following its decision to substitute Aminu Ya’u, a former TCN staff, as its candidate. Such actions could undermine public confidence in the party and make it difficult for many voters to take its candidate seriously. Everyone knows how the party has come to the limelight, but powerful forces in Abuja have truncated the chances of the party by presenting another candidate who hasn’t laboured for the party. While these are early political observations, the coming months will undoubtedly provide greater clarity as alliances and permutations are ongoing, party decisions, and campaign strategies continue to evolve. We watch with keen interest as events unfold.",negative,0.64,0.93,mild,Katagum,1.0,0.29,english,0.99,v3,jev-1.13.0,,,,,
gdelt-4937c9a5d24c,"APM : Makinde picks ex - DSS DG , Lawan Daura , as presidential running mate. The presidential candidate of the Allied Peoples Movement (APM) and Governor of Oyo State, Engr Seyi Makinde, on Thursday announced former Director-General of the Department of State Services (DSS), Lawal Musa Daura, as his running mate for the 2027 presidential election. Makinde made the announcement at the elective National Convention of the APM held at the Rilwanu Adamu Square, Government House, Bauchi, where he also declared that the task before the opposition ahead of the 2027 general election was bigger than merely winning power. He said the central challenge was to give Nigerians a genuine choice about the future of the country and demonstrate, with measurable plans and records, how an alternative government would improve their lives. “As we approach 2027, therefore, I believe the task before all of us is bigger than winning an election. It is to give Nigerians a real choice about the future of their country,” Makinde said. Congratulating the new national officers elected at the convention, the Oyo State governor said the APM had, within a short period, emerged as an opposition party to reckon with. He urged the new leadership of the party to work with other opposition political parties towards presenting a credible alternative to Nigerians in 2027, stressing that a viable opposition remained indispensable to the survival of democracy. “As I said during the Ibadan Declaration in April this year, the presence of credible opposition is what sustains democracy. “So, our new leaders must be ready to work with other opposition parties to ensure that we give Nigerians a credible alternative in the 2027 general election,” he said. Makinde said the coming campaign season would inevitably feature political slogans, promises and declarations by candidates but argued that Nigerians should demand more from those seeking to lead them. According to him, the 2027 election should be about measurable outcomes rather than government announcements, policies and promises that do not translate into improvements in the lives of citizens. “The 2027 election must be an election about outcomes. For too long, we have measured governance by announcements. We are presented with policy after policy, rather than evidence of whether those policies have made people’s lives better,” he said. Using the experiences of ordinary Nigerians to illustrate his point, Makinde said economic policies should ultimately be measured by citizens’ purchasing power rather than official statistics. “When our mothers go to the market, they don’t experience economic policy as a statistic. They experience it in what their money can buy. How much rice, beans and gari they can take home,” he said. He added that young Nigerians would judge employment policies by their ability to secure productive work and build independent lives, just as farmers would assess agricultural policies by their productivity, access to markets and whether farming had improved their economic condition. On security, Makinde said the effectiveness of government should not be determined by the number of security meetings held by officials but by whether Nigerians could live and pursue their livelihoods without fear. “Families do not judge security by the number of meetings government has held. They judge it by whether they can travel, farm, work and sleep with their two eyes closed,” he said. The APM candidate said the defining question of the 2027 election should therefore shift from what government claimed to have done to what had actually changed in the lives of Nigerians. “The question before Nigeria in 2027 should not simply be: What has government done? It should be: What has changed for Nigerians?” he said. He added that opposition candidates must equally subject themselves to scrutiny by explaining what they would do differently and the measurable improvements Nigerians should expect if they were elected. Makinde said his administration had applied the same principle in Oyo State by focusing not",positive,0.21,0.9,calm,Bauchi,0.88,0.05,english,1.0,v3,jev-1.13.0,,,,,
