raw_id,text,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,lga_confidence,opposition_signal_probability,language_label,language_confidence,schema_version,model,reviewer_label,reviewer_reasoning,final_label,reviewed_by,reviewed_at
nairaland-fcd84160fee1,malakaimoscondo : those who did not participate will pay for doing that..if they bad guy won..they will pay for that They are the very one shouting the loudest,negative,0.37,0.04,strong,unclear,0.99,0.35,english,0.36,v3,jev-1.13.0,,,,,
nairaland-b5d1c40817db,This APC guy is not even doing fine in his own local government,negative,0.73,0.03,moderate,unclear,1.0,0.63,english,0.85,v3,jev-1.13.0,,,,,
nairaland-b0064cad4d2a,Kdon2 : The dancer is clearly winning this election. Shame on all osun people Wait and be patient.,not_about_candidate,0.48,0.03,strong,unclear,0.99,0.47,english,0.84,v3,jev-1.13.0,,,,,
nairaland-7df038a13482,HacheNoire : Be patient! Adeleke will conveniently lose. Mr Propagandist try and look for food to eat. 🤓,negative,0.58,0.04,moderate,unclear,0.95,0.48,english,0.75,v3,jev-1.13.0,,,,,
nairaland-e28dcc66a5de,"Belurved1 : Imagine only 0.6% of the entire population of a state participating in a gubernatorial election, and we're calling the outcome truly representative and free and fair. How can such a tiny fraction of the state's population effectively determine who governs everyone? Elections should reflect the will of the people, not just the votes of a very small percentage of the population. Honestly, we are not there yet. Is that the fault of PBAT?",not_about_candidate,0.36,0.03,moderate,unclear,0.94,0.24,english,0.99,v3,jev-1.13.0,,,,,
nairaland-8a63fe7ad052,Accord will win. Adeleke is coming back,not_about_candidate,0.57,0.04,mild,unclear,0.9,0.33,english,0.96,v3,jev-1.13.0,,,,,
nairaland-09f59217f2bc,SO ADELEKE GO DANCE GO HIM HOUSE CHAI... I FEEL FOR HIM SHA,not_about_candidate,0.47,0.03,strong,unclear,0.94,0.29,mixed,0.77,v3,jev-1.13.0,,,,,
nairaland-3db696bb4395,Imole!!!! 2030!!,not_about_candidate,0.53,0.04,very_strong,unclear,0.92,0.21,other,0.23,v3,jev-1.13.0,,,,,
nairaland-677784ebed16,"Almiron : Lmao, una dey in the past on this thread. I saw someone scream ambo go win. 🤣🤣🤣 As seen on Twitter. Nor deceive yourself, Ademola won't win.",negative,0.76,0.06,moderate,unclear,0.97,0.35,mixed,0.77,v3,jev-1.13.0,,,,,
nairaland-57a9477b76c3,Openyamind111 : 😂 most of you guys will be heartbroken because you do everything with emotions which is for the weak.. Ademola Adeleke won't win.,not_about_candidate,0.42,0.03,strong,unclear,0.93,0.38,english,0.98,v3,jev-1.13.0,,,,,
nairaland-575d9918136e,ogolemati : like allocating guys like you to busstops. So because they gave you ijesha busstop to manage now that's creating jobs How old are you? Your logic is so poor that even a gateman will make meaningful contributions than you do,negative,0.59,0.02,strong,unclear,1.0,0.26,english,0.56,v3,jev-1.13.0,,,,,
nairaland-14e0bdd04861,"seunowa : Oga shut up, stop peddling fake results That guy is an agbero. That's how u knw them. He's trying to hijack the thread thinking it's ballot box",negative,0.59,0.03,strong,unclear,0.99,0.3,mixed,0.48,v3,jev-1.13.0,,,,,
nairaland-3e4fc3ec16a0,"Pootle : the turn out is low, no one should complain after this election Why is the turn out low.... Use force and security to threaten people We saw a video of a woman telling people if they don't vote APC dey should stay at home U give me guns",not_about_candidate,0.61,0.03,very_strong,unclear,1.0,0.5,english,0.37,v3,jev-1.13.0,,,,,
nairaland-2eedc42a5fcc,Ttalk : How old are you? Your logic is so poor that even a gateman will make meaningful contributions than you do Shattap your mouth dia!!!  I can see your bright logic.. are gatekeepers dumb people or what? Na the guy wey dey give you attention I blame.. you claim you're bright but couldn't figure a gateman is one of the smartest because you can't be a security if you're dumb.. you go wail tire terrorist organization APC won't win,negative,0.53,0.04,very_strong,unclear,1.0,0.52,mixed,0.7,v3,jev-1.13.0,,,,,
nairaland-3b591ca19a10,Inspirer1 : Where are APC strongholds? APC don't have any stronghold anywhere that's why they so rely on rigging to win election,not_about_candidate,0.78,0.02,strong,unclear,1.0,0.48,english,0.98,v3,jev-1.13.0,,,,,
nairaland-6d9620b7e16f,Fadahunsi abi na Modahunsi right now crying egbami oooo! After all the threats see how you don make ya self a big fool and a complete joke.,negative,0.68,0.03,strong,unclear,0.92,0.35,mixed,0.64,v3,jev-1.13.0,,,,,
nairaland-d6b99aec49b3,Jokay07 : Please who is leading? Who is leading or who has won?,not_about_candidate,0.54,0.04,calm,unclear,1.0,0.11,english,0.7,v3,jev-1.13.0,,,,,
nairaland-474d6e04245a,Cry on loser! You & your clueless evil party will continue to lose. Ezewuzie01 : Expect the demented Peter Obi to issue a press statement to claim glory for Adeleke's victory even though the agulu thief had nothing to do with it.,not_about_candidate,0.77,0.02,very_strong,unclear,0.99,0.58,english,0.59,v3,jev-1.13.0,,,,,
nairaland-91a40d497252,"hush15 : Apparently, it was press9jatv's defeat that was imminent... In fact, press9jatv is a goner😂😂🤣🤣. I told this dude about Adeleke’s victory since the beginning of this year but he seems adamant and ignorant. People’s will has been granted by God. This is how politics should be played; “ Let your work speak for you”. We’re tired of food and palliative government. We go again 2027!",not_about_candidate,0.38,0.03,strong,unclear,0.96,0.44,english,0.82,v3,jev-1.13.0,,,,,
nairaland-8a8f53e8dfa8,Oo0Oo0Oo0 : seunmsg is in sifia pains right now. Hahahaha...you forgot to add press9jatv,not_about_candidate,0.45,0.03,mild,unclear,0.98,0.22,english,0.32,v3,jev-1.13.0,,,,,
nairaland-a812ba338bcc,See how we're still conducting elections in 2026! Why wouldn't the world laugh at us?,not_about_candidate,0.78,0.03,moderate,unclear,1.0,0.2,english,1.0,v3,jev-1.13.0,,,,,
nairaland-9c73302e3a9d,"tonididdy : 🤣🤣🤣🤣 I like as Dem do my d7 Tinibu doesn't want to soil his hands deeper in the SW mud because them don dey vex for an b4 now. He knows he needs them next year, hence he refused to use his federal might yesterday. He allowed Oyetola to use it",not_about_candidate,0.49,0.03,strong,unclear,0.97,0.6,mixed,0.4,v3,jev-1.13.0,,,,,
nairaland-c2323e97bec4,"Prince111111 : He talks like God! Adeleke’s defeat is always imminent according to him🤣🤣 sincerely, I don't know where he got the confidence of APC defeating Adeleke. He's gone numb since.",negative,0.61,0.03,moderate,unclear,0.93,0.63,english,0.92,v3,jev-1.13.0,,,,,
nairaland-12fbb5e88d20,Prince111111 : He talks like God! Adeleke’s defeat is always imminent according to him🤣🤣 I think those adc votes gave adeleke victory,negative,0.28,0.03,moderate,unclear,0.91,0.5,english,0.95,v3,jev-1.13.0,,,,,
nairaland-819a8cf5902a,"princeliquidray : Support APC with your full chest. Stop hiding under the cover of neutrality because APC is currently losing I don't support APC anywhere; I support Tinubu with a Full chest. Attached is my status last night, I don't need to pretend to be what I am not.",not_about_candidate,0.65,0.03,strong,unclear,1.0,0.63,english,0.95,v3,jev-1.13.0,,,,,
nairaland-43b906e598b1,You delivered it how? Truths9ja : I delivered my ward 8 unit 6 despite all the gragra and intimidation Osogbo lg ‎AA 2 ‎ADP 3 ‎ADC 12 ‎APC 199 ‎ZLP 2 ‎Accord 183,not_about_candidate,0.68,0.03,strong,unclear,1.0,0.7,english,0.5,v3,jev-1.13.0,,,,,
nairaland-1dd45b43fc2f,"Seconded. Tooreda : The more I see APC votes, the more I realize many people don’t actually need help. They are born to suffer.",negative,0.36,0.05,moderate,unclear,0.86,0.45,english,0.75,v3,jev-1.13.0,,,,,
nairaland-0acf5aefb94f,"tonididdy : Your status holds no water but you're right on one thing, tinibu would prefer adeleke keep ship. Why? Because he already has a bad reputation in the SW, they are disappointed and angry at him, allowing the preferred people's candidate to win, is a win for the SE and a less tension released. All na for 2027, to be in the good book of the SW And also for the international community",not_about_candidate,0.73,0.02,moderate,unclear,0.99,0.49,mixed,0.78,v3,jev-1.13.0,,,,,
nairaland-715c4769b3c4,"Make it 790,000. One nzuzu.💩 HacheNoire : APC extends lead by 79,000",negative,0.13,0.03,mild,unclear,0.81,0.84,mixed,0.39,v3,jev-1.13.0,,,,,
nairaland-ed872f56ccf7,"bigpicture001 : Abuja doesn't matter for presidential election because it has low number of electorates...but state capitals matter for state gov. Election because all state capitals constitute a significant portion of vote state-wide If Abuja is not important what of lagos? Did Tinubu not lose Lagos? This talk has no logic behind it. many  governors have lost state capitals and still won. I don't know where you get that rule from . Mutfwang lost North, the most populous LGA, didn't he win? That talk is just talk. By the way ADELEKE won, so u can see your logic failed",not_about_candidate,0.63,0.03,strong,unclear,0.74,0.51,english,0.95,v3,jev-1.13.0,,,,,
nairaland-c6eb9da7eff4,"YourGFsnatcher : If Abuja is not important what of lagos? Did Tinubu not lose Lagos? This talk has no logic behind it. many  governors have lost state capitals and still won. I don't know where you get that rule from . Mutfwang lost North, the most populous LGA, didn't he win? That talk is just talk. By the way ADELEKE won, so u can see your logic failed Did Adeleke lose osogbo..?",not_about_candidate,0.52,0.03,strong,unclear,0.82,0.66,english,0.95,v3,jev-1.13.0,,,,,
nairaland-b989dcd82552,Prince111111 : yes they voted for him Plus omisore people as you predicted,neutral,0.2,0.05,calm,unclear,0.89,0.47,english,0.5,v3,jev-1.13.0,,,,,
nairaland-5148667e85dc,Akpakomiza2 : Plus omisore people as you predicted Yes bro,negative,0.16,0.05,mild,unclear,0.97,0.28,mixed,0.76,v3,jev-1.13.0,,,,,
nairaland-94129c95c1c9,blackgold2018 : he already did. But failed. This was election not a protest. The people simply protected their votes. He is or we ve never experienced this in history of Nigeria. This is only litmus way to protect our votes Can we do this in the presidential elections?,not_about_candidate,0.26,0.04,strong,unclear,1.0,0.36,english,0.99,v3,jev-1.13.0,,,,,
nairaland-61b6da500612,"Bendeco2020 : Oga rest. He supported APC, but the rigging was not enough for the APC candidate to win. What's your point now? Did Tinubu campained for Adeleke to win? You just proved my point. Be smart",not_about_candidate,0.61,0.02,strong,unclear,0.99,0.77,mixed,0.59,v3,jev-1.13.0,,,,,
nairaland-e619640abcf6,Also read https://www.nairaland.com/8733189/icpc-uncovers-fourth-fake-agency#140405777,not_about_candidate,0.7,0.2,calm,unclear,1.0,0.18,english,0.99,v3,jev-1.13.0,,,,,
nairaland-8fe1b6bb3070,"Patiently waiting for 2pm. That mouth adeleke use to  Anoint tinubu for second term, nah that same mouth he go use take cry today.😁😁😁😁",not_about_candidate,0.46,0.03,moderate,unclear,0.97,0.59,mixed,0.63,v3,jev-1.13.0,,,,,
nairaland-ffa33d60578f,Observing quietly,not_about_candidate,0.57,0.04,calm,unclear,1.0,0.1,english,1.0,v3,jev-1.13.0,,,,,
nairaland-cb77f1d86e9f,* . Modified: 2:07pm On Aug 15 Omo Ambo dey break Adeleke face like this baba no dey c road again They flog twhole governor like theif chai,not_about_candidate,0.68,0.02,strong,unclear,0.92,0.41,mixed,0.71,v3,jev-1.13.0,,,,,
nairaland-ab69bd5c0ea2,Omo Ambo dey break Adeleke face like this baba no dey c road again They flog twhole governor like theif chai,not_about_candidate,0.57,0.03,strong,unclear,0.92,0.42,mixed,0.55,v3,jev-1.13.0,,,,,
nairaland-3dbdceaeddd6,Freshtruth : Omo Ambo dey break Adeleke face like this baba no dey c road again Stop Capping and post result.,negative,0.33,0.03,strong,unclear,0.9,0.46,mixed,0.82,v3,jev-1.13.0,,,,,
nairaland-663da244c32f,"Bluntemperor : Too Bad for your Party and Failed Promises . Some of you can't do without Mentioning Tinubu,as if he controls Una rooms- na fear 😨 de catch Una, anyway. The Osun State People, decided to say 'Otoge '- for any Dancing and that is how  Governance Should Be- A Serious Business For the Development of the State, - For,it is too high a Stake- than Dancing For Another 4- years. Good luck to the Best Candidate Who Wins😁 AMBO is winning. You can take that to the bank.",not_about_candidate,0.44,0.06,strong,unclear,1.0,0.37,mixed,0.67,v3,jev-1.13.0,,,,,
nairaland-5b7833c324f0,"UzorIyke : Omo, see how PDP just crumble,  once powerful party in Nigeria,  now it is nothing. They don't even have a candidate at all. Someone will said that the candidate step down to support Accord, but the APM also step down but they're in the list. Lastly stepping down does not mean that you won't be in ballot,  rather it means that you openly tell your supporters not to vote for you rather vote for my preferred candidate. Nigeria will be great again. Shalom. Nigeria can't be great with the current system that we have.",neutral,0.27,0.95,strong,unclear,1.0,0.42,mixed,0.48,v3,jev-1.13.0,,,,,
nairaland-88dfd7b1f4e8,"But why are ADC online supporters rooting for Adeleke when they have their own governorship candidate? Meanwhile, whoever wins between Adeleke’s Accord Party and APC will be working for PBAT’s re-election, Adeleke already endorsed him.",negative,0.14,0.03,mild,Tafawa-Balewa,0.52,0.6,english,0.98,v3,jev-1.13.0,,,,,
nairaland-533cabf49302,"Always remember to switch On your brain Sonnobax15 : in a free and fair election,even a scare crow will defeat every single APC flag bearer across the country.  Even ordinary street chairmanship position una no go see.",not_about_candidate,0.58,0.02,strong,unclear,1.0,0.47,mixed,0.92,v3,jev-1.13.0,,,,,
nairaland-0c6856a73fa7,"Sonnobax15 : in a free and fair election,even a scare crow will defeat every single APC flag bearer across the country.  Even ordinary street chairmanship position una no go see. election is only free and fair when your candidate wins, yeye folw when no dey lay eggs.",not_about_candidate,0.62,0.02,strong,unclear,1.0,0.52,mixed,0.92,v3,jev-1.13.0,,,,,
nairaland-c1d0ba34e490,Imagine among the contestant no NDC what a shame and that is NDC who want to win 2027 ba? I nor fit laugh wallahi. E go hot for obi and NDC in 2027 we will do them very strong thing.,not_about_candidate,0.78,0.02,strong,unclear,0.98,0.21,mixed,0.85,v3,jev-1.13.0,,,,,
nairaland-f74bace0cff6,"1Youngestuk : Patiently waiting for 2pm. That mouth adeleke use to  Anoint tinubu for second term, nah that same mouth he go use take cry today.😁😁😁😁 Lol, but that Dancing governor na very funny man. Eh dey endorse Tinubu den expect Tinubu to leave him APC person come support am.",not_about_candidate,0.53,0.03,strong,unclear,0.97,0.69,mixed,0.76,v3,jev-1.13.0,,,,,
nairaland-4108a517db05,"Sonnobax15 : in a free and fair election,even a scare crow will defeat every single APC flag bearer across the country.  Even ordinary street chairmanship position una no go see. Apc that just won ekiti, that is evenly matched with the accord party in osun,that came runners up in anambra and swept fct with your party and political interest nowhere to be found in all of these......and you open your mouth to run down such a force,your delusion is not ordinary, its divine and dreamers dont win anything.",not_about_candidate,0.7,0.02,very_strong,unclear,1.0,0.62,mixed,0.68,v3,jev-1.13.0,,,,,
nairaland-c6f7730196c4,All these online urchins deceiving themselves all the time.... nonsense Hemanwel : Let's settle it here first before INEC releases their results. Hit the 'Like' button for Adeleke Hit 'Share' for 'Ambo',not_about_candidate,0.48,0.03,strong,unclear,0.96,0.55,english,0.63,v3,jev-1.13.0,,,,,
nairaland-10881441872f,Bayoonanuga : apc is winning it this time around only by rigging.,not_about_candidate,0.5,0.03,strong,unclear,0.8,0.55,english,0.47,v3,jev-1.13.0,,,,,
nairaland-dd65a79af726,"AMINDA : That is Tunubu's legacy on our democracy. He destroyed the political parties that came second (PDP), third (LP) and fourth (NNPP) in just 3 years of being in power using apparatus of state. He is still trying to destroy the ADC and the NDC too. He did not destroy anything. Handle your own business well instead of crying about what other people are doing to you.",not_about_candidate,0.57,0.02,strong,unclear,0.96,0.55,english,0.91,v3,jev-1.13.0,,,,,
nairaland-df2b2b7169d6,"MEGAWATCH : At least the world has not come to rescue our children and their teachers inside the bush after spending 50 days. You are now competing with the North and the way you are going, it's like you will win them with this introduction of flogging Obas. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 u are only pained because Nigerians rejected u in d last election. Either u go n kidnap yourself to make news na your problem, tinubu will rule your papa till 2031 If u like attack Yoruba land from not till next year, tinubu will rule your papa till 2031",not_about_candidate,0.38,0.02,very_strong,unclear,0.98,0.73,mixed,0.56,v3,jev-1.13.0,,,,,
nairaland-5f82b329b304,"aswani : He did not destroy anything. Handle your own business well instead of crying about what other people are doing to you. You should stick to facts and stop being a balablu bulaba propagandist liar. Abi, you have a different meaning of DESTROY ni https://www.youtube.com/watch?v=Y5Tta19OYEE?si=HknaDB2bw8FaAD3r anonimi : What group of politicians is more wicked than A-looter Propaganda Conmen, APC https://x.com/BusinessDayNg/status/1554497253158658049 How we brought In Fulani militias from Mali, Sierra Leone, Senegal, others to win 2015 election — Kawu Baraje - mailchi.mp/businessday.ng… Aug 2, 2022",not_about_candidate,0.72,0.03,very_strong,unclear,0.99,0.58,mixed,0.61,v3,jev-1.13.0,,,,,
nairaland-45c0b9b25f0a,"Sonnobax15 : in a free and fair election,even a scare crow will defeat every single APC flag bearer across the country.  Even ordinary street chairmanship position una no go see. 😆 🤣 😂",not_about_candidate,0.63,0.02,strong,unclear,1.0,0.4,mixed,0.92,v3,jev-1.13.0,,,,,
nairaland-ec5269e1c558,"BATified2023 : u are only pained because Nigerians rejected u in d last election. Either u go n kidnap yourself to make news na your problem, tinubu will rule your papa till 2031 If u like attack Yoruba land from not till next year, tinubu will rule your papa till 2031 At least we are better than those who are shouting Ebi mpawa azu after voting a criminal who has come to steal them dry. Na una dey cry hunger, na una dey run away from bandit, na una head dem dey cut..... 🤣🤣🤣🤣🤣🤣🤣🤣",negative,0.41,0.02,very_strong,unclear,0.98,0.85,mixed,0.83,v3,jev-1.13.0,,,,,
nairaland-5d7cb06084b6,"MEGAWATCH : At least we are better than those who are shouting Ebi mpawa azu after voting a criminal who has come to steal them dry. Na una dey cry hunger, na una dey run away from bandit, na una head dem dey cut..... 🤣🤣🤣🤣🤣🤣🤣🤣 at least we are running from bandits, no bandit in your own region but u are running from poverty The only people from economic desert who still make noise",not_about_candidate,0.28,0.03,strong,unclear,0.95,0.43,mixed,0.86,v3,jev-1.13.0,,,,,
nairaland-0edc9632569f,Let results of form EC8A from the polling units start rolling in,not_about_candidate,0.67,0.04,calm,unclear,1.0,0.21,english,0.97,v3,jev-1.13.0,,,,,
nairaland-820125aa247b,Stevoh4eva : Let results of form EC8A from the polling units start rolling in The thing done tire me. This is almost 3:30 pm and no material for me to take laugh davido uncle.😁😁😁,not_about_candidate,0.53,0.02,mild,unclear,0.96,0.27,mixed,0.64,v3,jev-1.13.0,,,,,
nairaland-87e177b28c2d,1Youngestuk : The thing done tire me. This is almost 3:30 pm and no material for me to take laugh davido uncle.😁😁😁 People really came out to vote in Mass.. Like voting suppose to end by 2:30pm. But people still dey troop out,not_about_candidate,0.78,0.02,mild,unclear,0.98,0.18,mixed,0.61,v3,jev-1.13.0,,,,,
nairaland-775eb9c3be33,The election is 50/50 Any of the two major contestant can win,not_about_candidate,0.66,0.03,calm,unclear,1.0,0.15,english,0.98,v3,jev-1.13.0,,,,,
nairaland-d0967043e13c,"Luckybrother1 : People really came out to vote in Mass.. Like voting suppose to end by 2:30pm. But people still dey troop out My own nah say make Adeleke cryyyyyy. As long as say you Dey support tinubu, you must be my enemy. Tinubu style of politics is dangerous to democracy.",not_about_candidate,0.75,0.02,strong,unclear,0.99,0.65,mixed,0.69,v3,jev-1.13.0,,,,,
nairaland-3f7001f97fab,1Youngestuk : The thing done tire me. This is almost 3:30 pm and no material for me to take laugh davido uncle.😁😁😁 The result don dey come out Adeleke and AMBO dey go head to head,neutral,0.31,0.16,mild,unclear,0.94,0.26,mixed,0.63,v3,jev-1.13.0,,,,,
nairaland-b2df0aafb441,That person cap looks like clown,negative,0.73,0.03,mild,unclear,1.0,0.17,english,0.98,v3,jev-1.13.0,,,,,
nairaland-45772bb1c321,"I am surprised we still have people rooting for BAT cone 2027, with the present state of the economy, insecurity and nepotism, anyway only a nepotistic can root for him. damoobaba : 2027 elections is between Asiwaju and Atiku. Obi on the ballot will only take some votes OFF ATIKU. Whether obi is on the ballot or not, Asiwaju is winning in 2027.",negative,0.48,0.02,strong,unclear,0.95,0.57,english,0.77,v3,jev-1.13.0,,,,,
nairaland-0480fa1a1ddc,"Noblex2011 : Are you now saying he still didnt rigged despite those guys winning. See, if not for the manipulation, he was extremely beating totally then. Stop all these rants, leave all this. There are some states that will still not gree even with the rigging or might Who are you to stop a rigging machine,do even know how rigging is done,do you even understand the system.......the easiest elections to rig are elections that are very close like the lagos and the osun votes,who could have stopped apc if they wanted to......yes he cant rig where he isn't popular like SE .",not_about_candidate,0.56,0.02,strong,unclear,1.0,0.69,english,0.97,v3,jev-1.13.0,,,,,
nairaland-64ceba36f4b3,"Svoboda : So, you are considering Gbenga Hashim a major contender in 2027? Doesn't it sound absurd that a whole sitting president is being rejected in his ancestral home 2nd time of asking? Perhaps there's something they know more than we do. The aim is winning aso rock not your state. The absurd thing is Atiku losing the north to a southerner",not_about_candidate,0.78,0.02,moderate,unclear,0.94,0.62,english,0.95,v3,jev-1.13.0,,,,,
nairaland-451b0e9422ee,"Bendeco2020 : No need to argue with you on that. He is useful with M-M ticket that Trump despise. Relax till 2027. Lol, the election is done and dusted. Obi is a toy",negative,0.4,0.02,moderate,unclear,0.98,0.6,english,0.94,v3,jev-1.13.0,,,,,
nairaland-6ec6f5b2fa7f,"Akpakomiza2 : The aim is winning aso rock not your state. The absurd thing is Atiku losing the north to a southerner Is it not the small wins that will translate to aso rock? As for Atiku, as usual, fingers crossed.",not_about_candidate,0.79,0.03,moderate,unclear,1.0,0.79,english,0.86,v3,jev-1.13.0,,,,,
nairaland-f39d205045fd,HIGHESTPOPORI : Obi tsunami is even bigger now with kwankwanso Bigger by additional 500k votes,not_about_candidate,0.67,0.02,mild,unclear,0.86,0.47,mixed,0.42,v3,jev-1.13.0,,,,,
nairaland-1f3e0a112c7a,Akpakomiza2 : Exactly why he lost He lost becos his vp candidate was weak which he have corrected,positive,0.38,0.1,moderate,unclear,1.0,0.48,english,0.71,v3,jev-1.13.0,,,,,
nairaland-780eb5217629,HIGHESTPOPORI : He lost becos his vp candidate was weak which he have corrected Lol,negative,0.55,0.05,moderate,unclear,0.99,0.46,english,0.62,v3,jev-1.13.0,,,,,
nairaland-63634b0dee44,Inspirer1 : the turn out appears massive from different Polling units That's true.,positive,0.5,0.03,mild,unclear,1.0,0.25,english,0.97,v3,jev-1.13.0,,,,,
nairaland-500afd4a3af4,"erad : Who mounted the structure for Ribadu? Make una calm down with una nonsense analysis. Osun state voters are different. Stupid question, which party was in charge of osun when ribadu won?",not_about_candidate,0.76,0.04,strong,unclear,0.99,0.49,mixed,0.81,v3,jev-1.13.0,,,,,
nairaland-70df8ba53e4c,"Bendeco2020 : No need to argue with you on that. He is useful with M-M ticket that Trump despise. Relax till 2027. Shows how inept you are with international politics, hates which M M ticket.....so the Saudi  and other Arab friends he has are what and you think they can't have interest too.....a call from Saudi is far more valuable to Trump than a call from the pope.",not_about_candidate,0.44,0.04,strong,unclear,1.0,0.4,english,0.97,v3,jev-1.13.0,,,,,
nairaland-2ac2e684a36a,"HIGHESTPOPORI : Obi tsunami is even bigger now with kwankwanso Kwakwanso that even obi beat blue black in the north is the one that now wants to put up a challenge against tinubu........the person hypnotising  and deceiving you guys,him juju nah American made.",not_about_candidate,0.55,0.03,strong,unclear,0.94,0.65,mixed,0.66,v3,jev-1.13.0,,,,,
nairaland-e16013228c2b,"Noblex2011 : Look at you 😆 You didn't even know that he lost 2 state in South West. But still won the overall election, apc has told you obidients they are waiting for you in lagos cone 27,the same way obidients are waiting for them in SE and adeleke has unequivocallytold you who he is going with in 27......let the elections begin.",not_about_candidate,0.7,0.02,strong,unclear,1.0,0.73,english,0.85,v3,jev-1.13.0,,,,,
nairaland-387878b87cf1,"Lithiumite : But still won the overall election, apc has told you obidients they are waiting for you in lagos cone 27,the same way obidients are waiting for them in SE and adeleke has unequivocallytold you who he is going with in 27......let the elections begin. You know what? I like the way you people are portraying him now 😆.  He is unbeatable right? Wait till then",not_about_candidate,0.57,0.02,strong,unclear,1.0,0.7,english,0.9,v3,jev-1.13.0,,,,,
