raw_id,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,lga_confidence,opposition_signal_probability,language_label,language_confidence,routing_decision,schema_version,model
nairaland-69ee5d370fcd,not_about_candidate,0.99,0.02,mild,unclear,1.0,0.32,english,0.84,auto,v3,jev-1.13.0
nairaland-57134b5f533c,not_about_candidate,0.65,0.04,mild,unclear,0.97,0.35,english,0.92,human_review,v3,jev-1.13.0
nairaland-34830d731cef,not_about_candidate,0.36,0.02,strong,unclear,1.0,0.45,english,0.94,human_review,v3,jev-1.13.0
nairaland-d3cd2228b9b8,not_about_candidate,0.42,0.03,strong,unclear,0.99,0.69,english,0.42,human_review,v3,jev-1.13.0
nairaland-4856af79ab3c,not_about_candidate,0.76,0.03,strong,unclear,1.0,0.41,english,0.81,human_review,v3,jev-1.13.0
nairaland-fcd84160fee1,negative,0.37,0.04,strong,unclear,0.99,0.35,english,0.36,human_review,v3,jev-1.13.0
nairaland-c42ec97c73a2,not_about_candidate,0.81,0.03,strong,unclear,1.0,0.47,english,0.95,auto,v3,jev-1.13.0
nairaland-b5d1c40817db,negative,0.73,0.03,moderate,unclear,1.0,0.63,english,0.85,human_review,v3,jev-1.13.0
nairaland-b29af2bbef9f,not_about_candidate,0.87,0.02,strong,unclear,0.92,0.59,english,0.73,auto,v3,jev-1.13.0
nairaland-92e2d746f0ea,not_about_candidate,0.95,0.02,strong,unclear,1.0,0.88,mixed,0.52,auto,v3,jev-1.13.0
nairaland-14fe4b1bf1e4,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.79,english,0.32,auto,v3,jev-1.13.0
nairaland-81fda51366d5,not_about_candidate,0.98,0.02,mild,unclear,1.0,0.3,english,0.83,auto,v3,jev-1.13.0
nairaland-aa886bb988b5,not_about_candidate,0.93,0.02,moderate,unclear,1.0,0.22,english,0.91,auto,v3,jev-1.13.0
nairaland-b0064cad4d2a,not_about_candidate,0.48,0.03,strong,unclear,0.99,0.47,english,0.84,human_review,v3,jev-1.13.0
nairaland-7df038a13482,negative,0.58,0.04,moderate,unclear,0.95,0.48,english,0.75,human_review,v3,jev-1.13.0
nairaland-f60438de1ba4,not_about_candidate,0.99,0.02,mild,unclear,1.0,0.51,english,0.94,auto,v3,jev-1.13.0
nairaland-8f6470df513d,not_about_candidate,0.98,0.02,moderate,unclear,1.0,0.9,mixed,0.47,auto,v3,jev-1.13.0
nairaland-bc97573e3351,not_about_candidate,0.89,0.02,moderate,unclear,1.0,0.61,english,0.39,auto,v3,jev-1.13.0
nairaland-3d6856effd31,not_about_candidate,0.99,0.02,mild,unclear,1.0,0.02,english,0.97,auto,v3,jev-1.13.0
nairaland-4f4ac62ce770,not_about_candidate,0.96,0.02,moderate,unclear,1.0,0.14,english,0.99,auto,v3,jev-1.13.0
nairaland-bb85e6ff9d9c,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.76,english,0.78,auto,v3,jev-1.13.0
nairaland-e28dcc66a5de,not_about_candidate,0.36,0.03,moderate,unclear,0.94,0.24,english,0.99,human_review,v3,jev-1.13.0
nairaland-95f9fb98388e,not_about_candidate,0.97,0.01,strong,unclear,1.0,0.66,mixed,0.37,auto,v3,jev-1.13.0
nairaland-3f62fdc1c24d,not_about_candidate,0.98,0.02,calm,unclear,1.0,0.72,english,0.91,auto,v3,jev-1.13.0
nairaland-b75c222bcddd,not_about_candidate,0.89,0.02,strong,unclear,1.0,0.05,english,1.0,auto,v3,jev-1.13.0
nairaland-8a63fe7ad052,not_about_candidate,0.57,0.04,mild,unclear,0.9,0.33,english,0.96,human_review,v3,jev-1.13.0
nairaland-09f59217f2bc,not_about_candidate,0.47,0.03,strong,unclear,0.94,0.29,mixed,0.77,human_review,v3,jev-1.13.0
nairaland-c21b12adb499,not_about_candidate,0.99,0.02,mild,unclear,1.0,0.39,english,0.93,auto,v3,jev-1.13.0
nairaland-a27b572542bb,not_about_candidate,0.84,0.02,strong,unclear,0.99,0.68,mixed,0.96,auto,v3,jev-1.13.0
nairaland-479c6c0f31d9,not_about_candidate,1.0,0.02,very_strong,unclear,1.0,0.76,mixed,0.5,auto,v3,jev-1.13.0
nairaland-f6d235a9f076,not_about_candidate,0.97,0.02,strong,unclear,1.0,0.83,mixed,0.54,auto,v3,jev-1.13.0
nairaland-6a78efa5c7cb,not_about_candidate,0.95,0.02,strong,unclear,1.0,0.47,mixed,0.61,auto,v3,jev-1.13.0
nairaland-d50095fa18b6,not_about_candidate,0.99,0.02,moderate,unclear,1.0,0.65,english,0.39,auto,v3,jev-1.13.0
nairaland-3db696bb4395,not_about_candidate,0.53,0.04,very_strong,unclear,0.92,0.21,other,0.23,human_review,v3,jev-1.13.0
nairaland-677784ebed16,negative,0.76,0.06,moderate,unclear,0.97,0.35,mixed,0.77,human_review,v3,jev-1.13.0
nairaland-0cdaf7c8207d,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.5,mixed,0.45,auto,v3,jev-1.13.0
nairaland-57a9477b76c3,not_about_candidate,0.42,0.03,strong,unclear,0.93,0.38,english,0.98,human_review,v3,jev-1.13.0
nairaland-faf0522a0d58,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.27,english,0.97,auto,v3,jev-1.13.0
nairaland-932c70c4c566,not_about_candidate,0.89,0.12,calm,unclear,1.0,0.35,english,1.0,auto,v3,jev-1.13.0
nairaland-575d9918136e,negative,0.59,0.02,strong,unclear,1.0,0.26,english,0.56,human_review,v3,jev-1.13.0
nairaland-14e0bdd04861,negative,0.59,0.03,strong,unclear,0.99,0.3,mixed,0.48,human_review,v3,jev-1.13.0
nairaland-21a486ec7b26,not_about_candidate,1.0,0.02,moderate,unclear,1.0,0.63,english,0.68,auto,v3,jev-1.13.0
nairaland-afc615cfccd9,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.43,english,0.99,auto,v3,jev-1.13.0
nairaland-3e4fc3ec16a0,not_about_candidate,0.61,0.03,very_strong,unclear,1.0,0.5,english,0.37,human_review,v3,jev-1.13.0
nairaland-2eedc42a5fcc,negative,0.53,0.04,very_strong,unclear,1.0,0.52,mixed,0.7,human_review,v3,jev-1.13.0
nairaland-f114e1f19cb5,not_about_candidate,0.97,0.02,strong,unclear,0.95,0.81,english,0.44,auto,v3,jev-1.13.0
nairaland-234510c6c9dd,not_about_candidate,0.88,0.02,strong,unclear,0.82,0.73,mixed,0.82,auto,v3,jev-1.13.0
nairaland-2dfbdb636020,not_about_candidate,0.87,0.02,calm,unclear,0.99,0.51,english,0.84,auto,v3,jev-1.13.0
nairaland-45926abf3c3c,not_about_candidate,0.84,0.02,strong,unclear,1.0,0.65,mixed,0.53,auto,v3,jev-1.13.0
nairaland-5789e0dd9710,not_about_candidate,0.85,0.02,mild,unclear,0.88,0.82,mixed,0.57,auto,v3,jev-1.13.0
nairaland-3b591ca19a10,not_about_candidate,0.78,0.02,strong,unclear,1.0,0.48,english,0.98,human_review,v3,jev-1.13.0
nairaland-5c85d4efd49e,negative,0.93,0.06,moderate,unclear,0.97,0.44,english,0.96,auto,v3,jev-1.13.0
nairaland-f121b7f22e0c,not_about_candidate,0.9,0.02,strong,unclear,1.0,0.79,english,0.98,auto,v3,jev-1.13.0
nairaland-1bc757d00877,not_about_candidate,0.87,0.02,strong,unclear,1.0,0.76,english,0.44,auto,v3,jev-1.13.0
nairaland-d0769a321372,not_about_candidate,0.9,0.02,calm,unclear,1.0,0.79,english,0.91,auto,v3,jev-1.13.0
nairaland-9bfda44c8ad2,not_about_candidate,0.9,0.02,strong,unclear,0.99,0.65,english,0.72,auto,v3,jev-1.13.0
nairaland-5184d2349077,not_about_candidate,0.87,0.03,mild,unclear,0.94,0.17,mixed,0.32,auto,v3,jev-1.13.0
nairaland-6d9620b7e16f,negative,0.68,0.03,strong,unclear,0.92,0.35,mixed,0.64,human_review,v3,jev-1.13.0
nairaland-d6b99aec49b3,not_about_candidate,0.54,0.04,calm,unclear,1.0,0.11,english,0.7,human_review,v3,jev-1.13.0
nairaland-565c3825eae5,not_about_candidate,0.95,0.02,strong,unclear,1.0,0.31,english,0.92,auto,v3,jev-1.13.0
nairaland-93c59ab9958e,not_about_candidate,0.91,0.02,strong,unclear,0.99,0.59,english,0.78,auto,v3,jev-1.13.0
nairaland-5f3b693cdf03,not_about_candidate,0.9,0.02,strong,unclear,0.99,0.72,english,0.69,auto,v3,jev-1.13.0
nairaland-098939244b10,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.65,english,0.96,auto,v3,jev-1.13.0
nairaland-4a06c186b82c,not_about_candidate,0.94,0.02,strong,unclear,1.0,0.64,english,0.93,auto,v3,jev-1.13.0
nairaland-474d6e04245a,not_about_candidate,0.77,0.02,very_strong,unclear,0.99,0.58,english,0.59,human_review,v3,jev-1.13.0
nairaland-91a40d497252,not_about_candidate,0.38,0.03,strong,unclear,0.96,0.44,english,0.82,human_review,v3,jev-1.13.0
nairaland-af41d63dcbbf,not_about_candidate,1.0,0.01,mild,unclear,1.0,0.4,english,0.99,auto,v3,jev-1.13.0
nairaland-3fd31b6edaf8,not_about_candidate,0.92,0.02,very_strong,unclear,0.99,0.61,english,0.69,auto,v3,jev-1.13.0
nairaland-c48faa58209c,not_about_candidate,0.97,0.02,strong,unclear,1.0,0.67,english,0.99,auto,v3,jev-1.13.0
nairaland-8a8f53e8dfa8,not_about_candidate,0.45,0.03,mild,unclear,0.98,0.22,english,0.32,human_review,v3,jev-1.13.0
nairaland-01fc6ecbfbcb,negative,0.88,0.09,very_strong,unclear,0.83,0.34,english,0.58,auto,v3,jev-1.13.0
nairaland-a812ba338bcc,not_about_candidate,0.78,0.03,moderate,unclear,1.0,0.2,english,1.0,human_review,v3,jev-1.13.0
nairaland-d7565c06a118,not_about_candidate,1.0,0.02,moderate,unclear,1.0,0.36,english,0.99,auto,v3,jev-1.13.0
nairaland-846f1c7362f5,not_about_candidate,0.98,0.01,strong,unclear,1.0,0.65,english,0.91,auto,v3,jev-1.13.0
nairaland-5093f021c1be,not_about_candidate,0.97,0.02,strong,unclear,1.0,0.66,english,0.85,auto,v3,jev-1.13.0
nairaland-1b12593c8c51,not_about_candidate,0.83,0.02,moderate,unclear,1.0,0.37,english,0.99,auto,v3,jev-1.13.0
nairaland-dba9d7084410,not_about_candidate,0.8,0.02,very_strong,unclear,1.0,0.59,english,0.55,auto,v3,jev-1.13.0
nairaland-af1e925171d3,not_about_candidate,0.98,0.02,moderate,unclear,0.98,0.44,english,0.44,auto,v3,jev-1.13.0
nairaland-8804d5605658,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.68,english,0.58,auto,v3,jev-1.13.0
nairaland-e42241264fb0,not_about_candidate,0.98,0.02,mild,unclear,1.0,0.26,english,0.36,auto,v3,jev-1.13.0
nairaland-e9730a9f6f4f,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.62,english,0.67,auto,v3,jev-1.13.0
nairaland-9c73302e3a9d,not_about_candidate,0.49,0.03,strong,unclear,0.97,0.6,mixed,0.4,human_review,v3,jev-1.13.0
nairaland-98159258a4ae,not_about_candidate,0.8,0.02,moderate,unclear,0.9,0.54,mixed,0.83,auto,v3,jev-1.13.0
nairaland-84ea4b1f2242,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.6,mixed,0.34,auto,v3,jev-1.13.0
nairaland-c2323e97bec4,negative,0.61,0.03,moderate,unclear,0.93,0.63,english,0.92,human_review,v3,jev-1.13.0
nairaland-12fbb5e88d20,negative,0.28,0.03,moderate,unclear,0.91,0.5,english,0.95,human_review,v3,jev-1.13.0
nairaland-6606bb8cd33c,not_about_candidate,1.0,0.01,very_strong,unclear,1.0,0.53,english,1.0,auto,v3,jev-1.13.0
nairaland-819a8cf5902a,not_about_candidate,0.65,0.03,strong,unclear,1.0,0.63,english,0.95,human_review,v3,jev-1.13.0
nairaland-ae4433a97e10,not_about_candidate,0.84,0.03,mild,unclear,1.0,0.11,english,1.0,auto,v3,jev-1.13.0
nairaland-bbd14a378870,not_about_candidate,0.95,0.02,strong,unclear,0.99,0.52,mixed,0.42,auto,v3,jev-1.13.0
nairaland-43b906e598b1,not_about_candidate,0.68,0.03,strong,unclear,1.0,0.7,english,0.5,human_review,v3,jev-1.13.0
nairaland-1dd45b43fc2f,negative,0.36,0.05,moderate,unclear,0.86,0.45,english,0.75,human_review,v3,jev-1.13.0
nairaland-22a5c19fa871,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.42,english,0.99,auto,v3,jev-1.13.0
nairaland-d5b345c00f9a,not_about_candidate,0.99,0.01,moderate,unclear,1.0,0.59,english,0.35,auto,v3,jev-1.13.0
nairaland-98c1d6f92935,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.46,english,0.92,auto,v3,jev-1.13.0
nairaland-135dae4e9e64,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.78,english,0.94,auto,v3,jev-1.13.0
nairaland-40dd5b7940fe,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.67,english,0.99,auto,v3,jev-1.13.0
nairaland-0553a9956faf,not_about_candidate,0.95,0.02,strong,unclear,1.0,0.44,english,1.0,auto,v3,jev-1.13.0
nairaland-559b91685bb1,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.64,english,0.96,auto,v3,jev-1.13.0
nairaland-6283096f5992,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.65,english,0.96,auto,v3,jev-1.13.0
nairaland-fb762f63d056,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.55,english,0.97,auto,v3,jev-1.13.0
nairaland-3f7737473ab0,not_about_candidate,0.97,0.02,very_strong,unclear,1.0,0.7,mixed,0.75,auto,v3,jev-1.13.0
nairaland-8f75dff1d564,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.67,mixed,0.7,auto,v3,jev-1.13.0
nairaland-c2284f0f3e2f,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.62,english,0.99,auto,v3,jev-1.13.0
nairaland-db2cdca90643,not_about_candidate,1.0,0.02,strong,unclear,0.94,0.74,mixed,0.69,auto,v3,jev-1.13.0
nairaland-2fa27e7d994b,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.67,english,1.0,auto,v3,jev-1.13.0
nairaland-4fa0a693afd6,not_about_candidate,0.99,0.02,strong,unclear,0.99,0.7,english,0.98,auto,v3,jev-1.13.0
nairaland-9fa072840ab7,not_about_candidate,0.93,0.02,strong,unclear,0.99,0.74,english,0.98,auto,v3,jev-1.13.0
nairaland-1e18d672d2c3,not_about_candidate,0.94,0.02,strong,unclear,1.0,0.72,english,1.0,auto,v3,jev-1.13.0
nairaland-4e787a7f635a,not_about_candidate,0.94,0.02,strong,unclear,1.0,0.7,english,0.99,auto,v3,jev-1.13.0
nairaland-0acf5aefb94f,not_about_candidate,0.73,0.02,moderate,unclear,0.99,0.49,mixed,0.78,human_review,v3,jev-1.13.0
nairaland-715c4769b3c4,negative,0.13,0.03,mild,unclear,0.81,0.84,mixed,0.39,human_review,v3,jev-1.13.0
nairaland-7a45b56957c0,not_about_candidate,0.97,0.02,calm,unclear,0.99,0.35,english,0.68,auto,v3,jev-1.13.0
nairaland-ad88441d12b8,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.85,english,0.99,auto,v3,jev-1.13.0
nairaland-de973aa6302d,not_about_candidate,0.97,0.02,strong,unclear,1.0,0.79,english,0.9,auto,v3,jev-1.13.0
nairaland-ed872f56ccf7,not_about_candidate,0.63,0.03,strong,unclear,0.74,0.51,english,0.95,human_review,v3,jev-1.13.0
nairaland-c6eb9da7eff4,not_about_candidate,0.52,0.03,strong,unclear,0.82,0.66,english,0.95,human_review,v3,jev-1.13.0
nairaland-261238bc4ff4,not_about_candidate,0.94,0.03,calm,unclear,0.98,0.48,english,0.69,auto,v3,jev-1.13.0
nairaland-b989dcd82552,neutral,0.2,0.05,calm,unclear,0.89,0.47,english,0.5,human_review,v3,jev-1.13.0
nairaland-5148667e85dc,negative,0.16,0.05,mild,unclear,0.97,0.28,mixed,0.76,human_review,v3,jev-1.13.0
nairaland-94129c95c1c9,not_about_candidate,0.26,0.04,strong,unclear,1.0,0.36,english,0.99,human_review,v3,jev-1.13.0
nairaland-61b6da500612,not_about_candidate,0.61,0.02,strong,unclear,0.99,0.77,mixed,0.59,human_review,v3,jev-1.13.0
nairaland-ed158a5f81bf,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.83,english,1.0,auto,v3,jev-1.13.0
nairaland-bbb6c65b52d7,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.71,english,0.98,auto,v3,jev-1.13.0
nairaland-45857393dd25,not_about_candidate,0.98,0.02,very_strong,unclear,1.0,0.85,mixed,0.38,auto,v3,jev-1.13.0
nairaland-3fc7419c43fe,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.75,mixed,0.39,auto,v3,jev-1.13.0
nairaland-52f77340ec21,not_about_candidate,0.96,0.02,strong,unclear,1.0,0.6,english,0.99,auto,v3,jev-1.13.0
nairaland-0793a221421e,not_about_candidate,0.99,0.01,strong,unclear,1.0,0.74,mixed,0.54,auto,v3,jev-1.13.0
nairaland-d6a586cded5f,not_about_candidate,0.94,0.02,strong,unclear,1.0,0.54,english,0.36,auto,v3,jev-1.13.0
nairaland-0b05488f85e1,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.68,english,0.94,auto,v3,jev-1.13.0
nairaland-1a75e567a313,not_about_candidate,0.99,0.02,very_strong,unclear,1.0,0.94,english,0.84,auto,v3,jev-1.13.0
nairaland-7b10e90aee50,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.39,english,0.96,auto,v3,jev-1.13.0
nairaland-030de833857c,not_about_candidate,0.98,0.02,very_strong,unclear,1.0,0.94,mixed,0.51,auto,v3,jev-1.13.0
nairaland-0108e39cf8c4,not_about_candidate,0.94,0.02,moderate,unclear,1.0,0.48,english,0.81,auto,v3,jev-1.13.0
nairaland-e619640abcf6,not_about_candidate,0.7,0.2,calm,unclear,1.0,0.18,english,0.99,human_review,v3,jev-1.13.0
nairaland-29fbb2c34bc6,not_about_candidate,0.93,0.02,very_strong,unclear,1.0,0.91,english,0.97,auto,v3,jev-1.13.0
nairaland-15f26d0c571d,not_about_candidate,1.0,0.02,mild,unclear,1.0,0.07,english,1.0,auto,v3,jev-1.13.0
nairaland-8671748706e6,not_about_candidate,0.99,0.02,moderate,unclear,1.0,0.79,english,0.97,auto,v3,jev-1.13.0
nairaland-8aa740f89f57,not_about_candidate,1.0,0.01,calm,unclear,1.0,0.15,mixed,0.68,auto,v3,jev-1.13.0
nairaland-c6cb1f680ac9,not_about_candidate,0.84,0.02,mild,unclear,0.93,0.27,english,0.99,auto,v3,jev-1.13.0
nairaland-8fe1b6bb3070,not_about_candidate,0.46,0.03,moderate,unclear,0.97,0.59,mixed,0.63,human_review,v3,jev-1.13.0
nairaland-ffa33d60578f,not_about_candidate,0.57,0.04,calm,unclear,1.0,0.1,english,1.0,human_review,v3,jev-1.13.0
nairaland-dcba213321d7,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.16,english,0.98,auto,v3,jev-1.13.0
nairaland-15fb605aea3c,not_about_candidate,0.99,0.02,calm,unclear,0.96,0.23,english,0.99,auto,v3,jev-1.13.0
nairaland-f35836037817,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.67,mixed,0.62,auto,v3,jev-1.13.0
nairaland-cb77f1d86e9f,not_about_candidate,0.68,0.02,strong,unclear,0.92,0.41,mixed,0.71,human_review,v3,jev-1.13.0
nairaland-ab69bd5c0ea2,not_about_candidate,0.57,0.03,strong,unclear,0.92,0.42,mixed,0.55,human_review,v3,jev-1.13.0
nairaland-3dbdceaeddd6,negative,0.33,0.03,strong,unclear,0.9,0.46,mixed,0.82,human_review,v3,jev-1.13.0
nairaland-bb9dd4d183dc,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.46,mixed,0.46,auto,v3,jev-1.13.0
nairaland-663da244c32f,not_about_candidate,0.44,0.06,strong,unclear,1.0,0.37,mixed,0.67,human_review,v3,jev-1.13.0
nairaland-5b7833c324f0,neutral,0.27,0.95,strong,unclear,1.0,0.42,mixed,0.48,human_review,v3,jev-1.13.0
nairaland-88dfd7b1f4e8,negative,0.14,0.03,mild,Tafawa-Balewa,0.52,0.6,english,0.98,human_review,v3,jev-1.13.0
nairaland-19c2fe7a0721,not_about_candidate,0.87,0.02,strong,unclear,1.0,0.67,english,0.64,auto,v3,jev-1.13.0
nairaland-533cabf49302,not_about_candidate,0.58,0.02,strong,unclear,1.0,0.47,mixed,0.92,human_review,v3,jev-1.13.0
nairaland-0c6856a73fa7,not_about_candidate,0.62,0.02,strong,unclear,1.0,0.52,mixed,0.92,human_review,v3,jev-1.13.0
nairaland-ad48e45a39d0,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.14,english,1.0,auto,v3,jev-1.13.0
nairaland-cb60763181a7,not_about_candidate,0.94,0.02,strong,unclear,1.0,0.83,english,0.96,auto,v3,jev-1.13.0
nairaland-331414ab4e61,not_about_candidate,0.88,0.03,strong,unclear,1.0,0.48,mixed,0.71,auto,v3,jev-1.13.0
nairaland-55d7f1651984,not_about_candidate,0.89,0.02,strong,unclear,0.91,0.48,mixed,0.74,auto,v3,jev-1.13.0
nairaland-f560a4765563,negative,0.95,0.08,moderate,unclear,0.99,0.33,english,0.86,auto,v3,jev-1.13.0
nairaland-4f25631981ae,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.73,english,0.98,auto,v3,jev-1.13.0
nairaland-c1d0ba34e490,not_about_candidate,0.78,0.02,strong,unclear,0.98,0.21,mixed,0.85,human_review,v3,jev-1.13.0
nairaland-8455b6ad70bd,not_about_candidate,0.87,0.02,strong,unclear,0.98,0.6,english,0.96,auto,v3,jev-1.13.0
nairaland-2f2561ee9538,not_about_candidate,0.81,0.03,moderate,unclear,1.0,0.21,english,1.0,auto,v3,jev-1.13.0
nairaland-f74bace0cff6,not_about_candidate,0.53,0.03,strong,unclear,0.97,0.69,mixed,0.76,human_review,v3,jev-1.13.0
nairaland-c82fa543e0fe,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.79,mixed,0.7,auto,v3,jev-1.13.0
nairaland-47bb91d037c7,not_about_candidate,0.99,0.03,calm,unclear,0.99,0.23,english,0.77,auto,v3,jev-1.13.0
