raw_id,source,language_label,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,opposition_signal_probability,routing_decision,schema_version,model,text,human_sentiment,human_intensity,human_lga,human_mentions,human_opp,human_language
nairaland-06db7843ccbe,nairaland,english,not_about_candidate,0.97,0.02,strong,unclear,0.06,auto,v3,jev-1.13.0,", 2023 socialmediaman : Seun get rid of that ethnic champion of a mod who bans some people but allow others to use ethnic slurs. I've seen people use ethnic slurs on me but since I can't engage in such lows, I report them, only to see them trolling me and others right after. Cc: Mynd44",,,,,,
nairaland-1c6ad4c0dc8c,nairaland,english,not_about_candidate,0.99,0.02,strong,unclear,0.92,auto,v3,jev-1.13.0,"Lithiumite : Who didn't win in oyo? Tinubu will win all the SW states,if you want to waste your vote for obi or atiku,you are free to. your life don spoil..you are still supporting this APC government",,,,,,
nairaland_search-817a9b2a9b02,nairaland_search,english,not_about_candidate,1.0,0.02,calm,unclear,0.07,auto,v3,jev-1.13.0,"https://www.youtube.com/watch?v=53dsNil8ECc?si=UaXoUVMVwMxKNfrJ The Federal Capital Territory, FCT, Police Command has released the identities of four officers who were detained for allegedly extorting money from the Chairman of the Independent Corrupt Practices and Other Related Offences Commission, ICPC, Musa Adamu Aliyu, SAN. DAILY POST earlier reported that the officers had abandoned their statutory duty posts and proceeded to the Banex Plaza Junction, Wuse II, where they engaged in unauthorised traffic duty and allegedly extorted N52,000 from the ICPC chairman without knowing his identity. The Commissioner of Police, CP Ahmed Muhammed Sanusi, disclosed this while addressing journalists in Abuja on Monday. A subsequent statement issued by the Police Public Relations Officer of the command, SP Josephine Adeh, identified the suspects as ASP Clement Ehigala, ASP Sunday Okpe, Inspector Samuel Onoja, and Sergeant Yakubu Emmanuel. Giving details of the incident, SP Josephine said: “ During the course of the illegal traffic duty , the officers stopped a motorist on the allegation of violating traffic regulations and extorted the sum of N52,000 from him . “ The victim was subsequently identified as the Chairman of the Independent Corrupt Practices and Other Related Offences Commission, ICPC, Musa Adamu Aliyu (SAN). “Following receipt of the complaint, the Commissioner of Police ordered the immediate arrest of the four officers and directed that they be subjected to an orderly room trial for abandoning their lawful duty posts, embarking on unauthorised traffic enforcement, and engaging in the alleged extortion. “The Command has commenced disciplinary proceedings against the officers in line with established police regulations, reaffirming its commitment to professionalism, accountability, and zero tolerance for misconduct by its personnel.” https://dailypost.ng/2026/07/20/fct-police-release-identities-of-4-officers-who-extorted-n52000-from-icpc-chairman/ Previous thread https://www.nairaland.com/8712804/police-arrest-four-cops-extorting",,,,,,
nairaland-9edc3486c63c,nairaland,english,not_about_candidate,0.99,0.02,strong,unclear,0.08,auto,v3,jev-1.13.0,mohims : Hate him or love. You can't help but admire Nyerisi's political prowess! And what is the benefit of this 'prowess' to you or your neighbor as an individual citizen in this 'shop window' democracy where the vast majority is out looking in an admiring....never experiencing the 'prowess' practically in their lives...,,,,,,
nairaland-12f456c9cf22,nairaland,english,not_about_candidate,0.83,0.01,very_strong,unclear,0.02,auto,v3,jev-1.13.0,", 2023 fuckJones : we know christ son of God but who are you? If you truly know Christ like you claimed, you won't be seeking threads for Pagans and Idol worshippers. Give your life to Jesus Christ. Turn a new leaf and make him your all. A life without Christ is a life of crises. Christ is ready to accept you back.",,,,,,
nairaland-1e18d672d2c3,nairaland,english,not_about_candidate,0.94,0.02,strong,unclear,0.72,auto,v3,jev-1.13.0,"* . Modified: 1:27pm On Aug 16 opes : There was a reason why securing 25% of the votes in 24 states was a requirement. Let’s see if the North alone will make Atiku president in 2027. Atiku never secured that in 2023 with all the PDP structures, it will be even tougher for him in 2027 You grossly underestimate the unpopularity of Tinubu. Relying on governors who themselves are relying on federal might is not a proven political strategy. It is Tinubu's records that will be on the ballot in the presidential elections come 2027. Momentum will decide the outcome of the election, and as at today, momentum is not on the side of the APC. Adeleke campaigning for Tinubu on the premise of ""he is our son"" will only alienate voters in other regions of the country who also have ""sons"" in the race.",,,,,,
nairaland-59775fd07573,nairaland,mixed,not_about_candidate,0.85,0.03,moderate,unclear,0.62,auto,v3,jev-1.13.0,"Re: G5 Allowed Obi Win SS To Reduce Atiku's Votes, Won't Happen In 2027 - Wike by 12345baba ( m ): 1:17am See the kind tout seun took up as a role model",,,,,,
nairaland-7e47de8bdb16,nairaland,mixed,not_about_candidate,0.46,0.03,strong,unclear,0.56,human_review,v3,jev-1.13.0,"DEROX : See this future kuje prisoner time will tell All these ur gragra sha pray jagaban dosent win 2nd term, and even atiku cuz that one sef never forgive u for the G5. Anyo e of them wey win and their candidate win oyo, juz dey go prison jeje. Lets not forget you don dare wike too and he will teach u sense in supreme court Is that your reply to what he said? Didn't Tinubu made the statement? You are just being emotionally TRABALISTIC, that's your problem. 😂😂😂",,,,,,
nairaland-6d8e91a21785,nairaland,mixed,negative,0.5,0.03,strong,unclear,0.3,human_review,v3,jev-1.13.0,"No mind them,na daydreaming dem sabi. If you want do your useless calculations you go put Rivers State",,,,,,
nairaland-d516c4061f4a,nairaland,english,negative,0.48,0.02,strong,unclear,0.68,human_review,v3,jev-1.13.0,"stan4b : Atleast, he's befitting from the government, so we'll understand if he's always talking in favor of it. What i dont understand is those APC rats that come here to rant and support them, even when some of them dont know where their next meal will come from. those rats are just bigots and bittered their lives are miserable,they come online and rant and go offline to beg..",,,,,,
nairaland-7fb2852897ec,nairaland,mixed,not_about_candidate,0.93,0.03,mild,unclear,0.09,auto,v3,jev-1.13.0,"Chaii! Nairaland no go sweet again. But brother Seun, you for itemize those words na. Because some of us can mistakenly type d word such as......",,,,,,
legit_hausa-88b30f58aacc,legit_hausa,hausa,not_about_candidate,0.99,0.02,mild,Kirfi,0.06,auto,v3,jev-1.13.0,"Hotuna: Ruwan Sama Kamar da Bakin Kwarya Ya Yi Gyara a Bauchi, An Rasa Rayuka - Legit.ng. Legit.ng Hausa ta bude tasha a manhajar Whatsapp . Kasance tare da mu don samun rahotanni da dumi-dumi! Sani Hamza ƙwararren edita ne a fannin nishaɗi, al'amuran yau da kullum, da kuma siyasa, wanda ke da shekaru sama da biyar a aikin jarida. Bauchi - Wata mummunar ambaliya da ta biyo bayan ruwan sama da iska mai karfi ta kashe wata mata da jikarta a kauyen Bara da ke karamar hukumar Kirfi a jihar Bauchi . Rahotanni sun nuna cewa mamatan sun hada da Aisha Sagir mai shekaru 50 da jikarta Aisha Shuaibu mai shekaru hudu, dukkaninsu mazauna Unguwar Katsinawa ne a kauyen Bara. Zanga zanga: 'Yan fansho sun yi da na sanin tara wa gwamna kudin sayen fam Wani mazaunin yankin mai suna Muhammad Nasiru ya shaidawa Daily Trust cewa mamakon ruwan sama da aka yi ya jawo ruwa ya balle daga wani bangare na kauyen Jambba. A cewarsa, ruwan ya kwararo da 'karfin tsiya', lamarin da ya haddasa lalacewar gidaje, mutuwar dabbobi da asarar dukiyoyi masu yawa. Muhammad Nasiru ya kara da cewa baya ga asarar rayuka da dukiyoyi , mutane da dama sun rasa matsugunansu sakamakon barnar da ambaliyar ta yi. Rundunar ‘yan sandan jihar Bauchi ta tabbatar da faruwar lamarin cikin wata sanarwa da kakakinta, SP Nafiu Habib, ya fitar. Yakin Iran: Amurka ta jefa makamai, an hallaka jami'an kasar Indiya Ya kara da cewa ruwan ya lalata gidaje da dukiyoyi na miliyoyin naira yayin da ya ce ‘yan sanda daga ofishin Kirfi sun kai ziyara yankin domin tantance barnar da tabbatar da zaman lafiya. Gidan rediyon Albarka FM da ke Bauchi, ya wallafa hotunan yadda wannan ambaliya ta yi barna da kuma daukin da mutane suka kai a yankunan da abin ya shafa. A wani labari, mun ruwaito cewa , Gwamnatin tarayya ta sanar da cewa garuruwa 14,118 a ƙananan hukumomi 266 za su fuskanci barazanar ambaliya a Najeriya. Tsautsayi: Wani bawan Allah ya rasu da bam ya tarwatse a kan titin Zamfara Jihohi 33 da kuma babban birnin tarayya Abuja ne aka yi hasashen cewa ambaliyar za ta shafa tsakanin watan Afrilu zuwa Nuwamba, 2026. Manyan birane kamar Legas, Kano, Abuja, da Kaduna za su fuskanci ambaliya mai tsanani sakamakon toshewar magudanun ruwa a jihohinsu. Wanda ya tantance Muhammad Malumfashi, babban edita a Legit.ng. Sani Hamza                                    (Hausa Editor) Sani Hamza ma'aikaci ne da ya yake da gogewa a aikin jarida. Ba fassara labarai da wallafasu a yanar gizo kadai ba, Sani yana da kwarewa a aikin rediyo da talabijin. Ya kuma shafe shekaru 8 a masana'antar fina-finai da dab'i. Imel: sanihamzafuntua@gmail.com",,,,,,
nairaland_search-c43847d19057,nairaland_search,mixed,not_about_candidate,0.97,0.02,strong,unclear,0.37,auto,v3,jev-1.13.0,"favor914 : Seewahala o, Esnbrutality has done it again, streetinvestor2 & megawatch must hear this, LagosOrigin please ask Fatimaabubakar where is the NDC party of those joking OK Ofunaofu people . The NDC, PDP and OK are not interested in any grassroot wins. They're only interested in the presidency. They want to be the king over a town without building the town. They want to be the head without first constructing from the leg up. I wonder which body and neck would support them as the head. 2027 is less that 4 months away.",,,,,,
nairaland_search-45e821d4cc86,nairaland_search,mixed,not_about_candidate,0.27,0.04,moderate,unclear,0.84,human_review,v3,jev-1.13.0,"lordm : Omoh, APC Dy vex o. They really know grassroot politics Politics is different from social media noises",,,,,,
nairaland-8fae23247498,nairaland,english,not_about_candidate,0.72,0.03,strong,unclear,0.23,human_review,v3,jev-1.13.0,"Re: A Generation Born And Raised Under Democracy, Left With No Opportunity by greatiyk4u ( m ): 6:43am favor914 : This Obidient, why are u like this na . We trying to inform the public that a better Nigeria is still POssible if we accept to be OK",,,,,,
nairaland-0da413cffc86,nairaland,english,not_about_candidate,1.0,0.02,strong,unclear,0.06,auto,v3,jev-1.13.0,"Seun : Fellow Nairalanders, We have noticed the use of ethnic slurs and other derogatory names by a small but persistent group of political actors and trolls. This practice of derogatory name-calling adds no value to the forum. It's bad for our mental health, our harmony as a community, and the reputation of Nairaland. It's simply toxic. It's absence and the absence of the people who use those slurs will not be missed. Therefore I have decided to ban the practice entirely. I have instructed dominique, mukina2, Lalasticlala and Mynd44 to ban anyone who uses an ethnic slur or derogatory name on Nairaland. The antispam bot will also contribute to the effort. Please report any case that you see. - Seun Osewa, Founder of Nairaland GOD BLESS YOU SIR",,,,,,
nairaland-b4eff319612e,nairaland,english,not_about_candidate,1.0,0.02,moderate,unclear,0.06,auto,v3,jev-1.13.0,", 2023 slowpoketinubu : Politics section needs more than 2 active mods Mynd44 cannot be online everytime to do the cleaning, he got life offline I M suggesting seun should please re instate sexkillz back as a mod. He does a better job.",,,,,,
