candidate_id,document_id,source_id,title,url,publication_date,sector_hint,lga_hint,excerpt,review_status,review_reason,reviewed_by,reviewed_at,review_notes
candidate-8d01196b6724,delivery-8d01196b6724,discovery-8d01196b6724,Services Dashboard – Bauchi State Government,https://home.bauchistate.gov.ng/services-dashboard/,,,Bauchi,Bauchi State Government Government House – Bauchi (+234) 812 834 1164 Jki-facebook-2-light Twitter Youtube Home About BASG About Us History The People Contact Us Government Executive Arm The Executive Executive Governor’s Profile Deputy Governor’s Profile SSG’s Profile The Legislative The Judiciary Services Judiciary Files MDA/Apps MDA Links HOPE.Gov Project Services Dashboard Investment Potentials Financials Ease of Doing Business Explore MDAs Media News Room Latest News Archived News Investment Potentials Services DASHBOARD Bauchi State – Nigeria Home/Services Kindly click on Icon(s) for Reports and Publications HOPE.Gov Project Join Our Newsletter Kindly join our Newsletter by Subscribing,not_achievement,Navigation page listing reports and services; no specific achievement,opencode-review,2026-09-24,Navigation page listing reports and services; no specific achievement
candidate-99d3c0e55dfc,delivery-99d3c0e55dfc,discovery-99d3c0e55dfc,Investment – Bauchi State Government,https://home.bauchistate.gov.ng/investment/,,,Bauchi,Bauchi State Government Government House – Bauchi (+234) 812 834 1164 Jki-facebook-2-light Twitter Youtube Home About BASG About Us History The People Contact Us Government Executive Arm The Executive Executive Governor’s Profile Deputy Governor’s Profile SSG’s Profile The Legislative The Judiciary Services Judiciary Files MDA/Apps MDA Links HOPE.Gov Project Services Dashboard Investment Potentials Financials Ease of Doing Business Explore MDAs Media News Room Latest News Archived News Investment Potentials Investment Bauchi State – Nigeria Home/Investment Investment Potentials & Required Intervention Support 0 M + Population 0 + Local Governments 0 + Emirate Councils 0 SQ.KM + Land Area Joi,not_achievement,Investment context page; no completed achievement,opencode-review,2026-09-24,Investment context page; no completed achievement
candidate-96997129eee1,delivery-96997129eee1,discovery-96997129eee1,About Dr. Yakubu Adamu | Political Campaign,https://yakubuadamuphd.com/en/about,,wash,Bauchi,"Total Visitors: 18874 Visitors This Month: 6988 Dr. Yakubu Adamu Bauchi Yakubu Sai Yakubu Home About Gallery Video Images Campaign Kite RogoRide KiteScholar KiteMedics English (en) Hausa (ha) Igbo (ig) Yorùbá (yo) About Dr. Yakubu Adamu Academic and Public Excellence Dr. Yakubu Adamu is a distinguished scholar and public servant with a passion for transformative leadership. Holding a PhD in Economics, he has dedicated his life to understanding and solving complex socio-economic challenges. Throughout his career, Dr. Yakubu has consistently demonstrated a commitment to integrity, transparency, and the empowerment of others. His work in both the academic and public spheres has been marked by a",context_only,Candidate profile; not achievement evidence,opencode-review,2026-09-24,Candidate profile; not achievement evidence
candidate-54931679470c,delivery-54931679470c,source-basg-roads-115,Bauchi gov inaugurates construction of 115km rural roads – BASG,https://www.bauchistate.gov.ng/bauchi-gov-inaugurates-construction-of-115km-rural-roads,,infrastructure,Bauchi,"Governor Bala Mohammed of Bauchi State has flagged off the construction of 115 kilometres of roads across the state’s three senatorial zones under the Rural Access and Agricultural Marketing Project designed to boost agricultural marketing and improve the residents’ livelihoods. Speaking at the occasion conducted separately in the benefiting communities on Thursday, the governor said the momentous event marks a significant stride towards complementing the efforts of his administration on rural development and highlighted the strategic importance of the project, which he said aligns with the state’s broader vision of improving rural access and agricultural marketing. He said, “The RAAMP proje",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-8c813b39d043,delivery-8c813b39d043,source-basg-kirfi-road,Gov. Bala Mohammed Flags Off Construction Of N18bn Road In Bauchi Community – BASG,https://www.bauchistate.gov.ng/gov-bala-mohammed-flags-off-construction-of-n18bn-road-in-bauchi-community,,infrastructure,Bauchi|Kirfi,"Bauchi State governor, Bala Mohammed, has flagged off the construction of a 38km rural road in the Kirfi local government area in a major drive to open up and connect rural communities of the state for greater socio-economic development. LEADERSHIP reports that the road project, awarded at a cost of about N18 billion, aims to link Bara, Hashidu, Tubule, Garin Malam Julde, and Wanka rural communities, opening up new opportunities for economic growth, social interaction and access to basic services. Speaking at the flag-off ceremony yesterday in Bara, Governor Muhammad emphasized the importance of rural infrastructure in driving development and improving the lives of rural dwellers. He noted t",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-bff24983f22c,delivery-bff24983f22c,source-basg-gadau-road,BAUCHI STATE GOVERNMENT HOUSE PRESS RELEASE: GOVERNOR BALA FLAGED-OFF 2.5 KM ROAD PROJECT IN THE STATE UNIVERSITY MAIN CAMPUS GADAU – BASG,https://www.bauchistate.gov.ng/bauchi-state-government-house-press-release-governor-bala-flaged-off-2-5-km-road-project-in-the-state-university-main-campus-gadau/,,infrastructure,Bauchi|Itas-Gadau|Katagum,"ADDRESS BY HIS EXCELLENCY, SEN BALA ABDULKADIR MOHAMMED CON, Fnipr (KAURAN BAUCHI, JAGABAN KATAGUM), EXECUTIVE GOVERNOR OF BAUCHI STATE, ON THE OCASSION OF THE GROUND BREAKING CEREMONY OF THE CONSTRUCTION OF 2.6KM INTERNAL ROAD AT THE BAUCHI STATE UNIVERSITY MAIN CAMPUS, GADAU ON FRIDAY 15TH DECEMBER, 2024 Your Excellency, the Deputy Governor, The Honourable Speaker, Bauchi State House of Assembly, My Lords the Chief Judge and Grand Khadi, Honourable Members of Bauchi State House of Assembly, Members of the State Executive Council, The Secretary to the State Government, The Chief of Staff, Government House, The Chairman PDP, Bauchi State, The Head of Civil Service, Chief Executives of Parast",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-33fd05348950,delivery-33fd05348950,source-cibs,UK-Funded CRIBS Project to Upgrade 24 Schools and Clinics in Five Bauchi LGAs - Radio Nigeria North East Zone,https://radionigerianortheast.gov.ng/?p=4427,2026-05-12,infrastructure,Bauchi,"By Murtala Muhammad Twenty-four primary schools and primary healthcare facilities in five local government areas of Bauchi State have been selected to benefit from Phase II of the Climate Resilient Infrastructure for Basic Services (CRIBS) Project. The beneficiaries include fifteen primary schools and nine primary healthcare centres distributed across the selected local government areas. The project is designed to strengthen service delivery, reinforce climate-resilient interventions, and improve essential services in primary schools and primary healthcare facilities across the state. The CRIBS Project is funded by the UK Government under the Foreign, Commonwealth and Development Office (FCD",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-ca12e78302e9,delivery-ca12e78302e9,source-alkaleri-lga,"Alkaleri Residents Hail Bauchi Gov for Roads, Schools, Projects – Alkaleri Local Government",https://alkaleri-lga.bauchistate.gov.ng/alkaleri-residents-hail-bauchi-gov-for-roads-schools-projects/,,infrastructure,Alkaleri|Bauchi,"Alkaleri Local Government Home About Us Leadership and Governance Departments and Units Contact Us Latest News Projects Downloads X Facebook-f Twitter Youtube Contact Us Alkaleri Residents Hail Bauchi Gov for Roads, Schools, Projects Alkaleri Residents Hail Bauchi Gov for Roads, Schools, Projects Communities in Alkaleri Local Government Area of Bauchi State have testified that the state Governor, Bala Mohammed-led administration has executed key developmental projects in various sectors of health, education,, and road infrastructure. Speaking to journalists yesterday during the ongoing state-wide facility tour, some of them, Abubakar Umar Panti and Yusha’u Adamu Yashi, noted that the constru",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-103e93618da4,delivery-103e93618da4,source-bauchi-ward-road,"Bauchi Reps member, Aminu Garu, flags off 2km rural road",https://tribuneonlineng.com/bauchi-reps-member-aminu-garu-flags-off-2km-rural-road/,2025-04-06,infrastructure,Bauchi,"Add as a preferred source The Member representing the Bauchi Federal Constituency of Bauchi State in the House of Representatives, Hon. Aliyu Aminu Garu, on Saturday officially flagged off the construction of a 2-kilometre road in Kangere Ward of Bauchi LGA. The project, which is aimed at enhancing accessibility and improving the quality of life for residents, is being widely celebrated as a significant milestone for the community. Speaking at the flag-off ceremony, Hon. Aliyu Aminu Garu emphasised that the initiative reflects the core reason he was elected — to serve as a true representative of the people and to ensure that they benefit from the dividends of democracy. He further noted that",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-18fde4a3b67f,delivery-18fde4a3b67f,source-bogoro-road,Bauchi residents excited as Governor Bala Mohammed delivers Boi–Tapshin Road Project – The Sun Nigeria,https://thesun.ng/bauchi-residents-excited-as-governor-bala-mohammed-delivers-boi-tapshin-road-project/,2025-09-12,infrastructure,Bauchi|Bogoro,"Bauchi residents excited as Governor Bala Mohammed delivers Boi–Tapshin Road Project 12 September 2025 1:54 pm WAT By danivert Follow Us on Google From Paul Orude, Bauchi Residents of Boi, Tapshin, and surrounding communities in Bogoro Local Government Area of Bauchi State have expressed joy and relief over the completion of the 11-kilometre Boi–Tapshin road, a project they described as life-saving. For years, the communities were cut off during the rainy season as floods washed away roads and bridges, often leading to loss of lives. Many recalled painful experiences of being stranded for days and even losing loved ones to flood-related incidents. “We went through hell especially during the ",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-f7de3efd7715,delivery-f7de3efd7715,source-dambam-health,Bauchi govt reiterates commitment to quality healthcare delivery,https://tribuneonlineng.com/bauchi-govt-reiterates-commitment-to-quality-healthcare-delivery/,2025-09-07,health,Bauchi|Dambam|Darazo,"Add as a preferred source Bauchi State Government has reaffirmed its commitment to providing free antenatal care and drugs for pregnant women and children under the age of five as part of an aggressive drive to improve family health and reduce maternal and infant mortality rates. The declaration was made by the State Commissioner of Information and Communications, Usman Shehu Usman, during a media tour of ongoing and completed projects spearheaded by the administration of Governor Bala Abdulkadir Mohammed. During visits to primary healthcare centers in Konkyel, Darazo Local Government Area, and Dagauda, Dambam Local Government Area, Commissioner Usman assured journalists that the government ",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-0d484617da44,delivery-0d484617da44,source-dass-road,Bauchi Governor To Build Township Roads At Dass - 9News Nigeria,https://9newsng.com/bauchi-governor-to-build-township-roads-at-dass/,2024-09-14,infrastructure,Dass,"Follow & Subscribe Us: Subscribe YouTube Follow Facebook Follow X Follow Instagram Governor Bala Abdulkadir Muhammad has initiated the construction of 8.53 km of Dass Township Roads and 12.50 km of Dur-Dado Road. He disclosed this on Friday at a ceremony in Dass Emir’s palace, Dass local government area of the state. According to his media aid, Mallam Lawan Mu`azu, the project aims at modernizing Dass Town by reducing congestion and adapting it to contemporary needs. He said that the project is a major step in the administration’s urban renewal projects across the state. Governor Muhammad also highlighted the importance of modernization, stating that the projects will “significantly enhance ",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-f8670a402d80,delivery-f8670a402d80,source-ganjuwa-education,We’ll intensify efforts to foster educational development — Bauchi Gov – BASG,https://www.bauchistate.gov.ng/well-intensify-efforts-to-foster-educational-development-bauchi-gov/,,education,Bauchi|Ganjuwa,"Bauchi State Governor, Sen Bala Mohammed has reiterated his administration’s vows to intensify efforts in fostering educational development to overcome the challenges inherited in the sector. He was speaking at the 1st graduation ceremony of the Sultan Sa’ad Abubakar Primary, Islamiyya and Secondary School in the Miya community of Ganjuwa Local Government Area of the state. While commending the Sultan of Sokoto, for his outstanding performance, humility and commitment to discharging responsibilities as the Amirul Mu’minun, Bala Mohammed called for the support and collaboration with critical stakeholders to tackle the scourge of out-of-school children. He appreciated the Sultan for working to",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-38333dcf2778,delivery-38333dcf2778,source-giade-mill,The Mill That Brought Opportunity Home to Kurba,https://fsssolutions.org/fsss-impact/the-mill-that-brought-opportunity-home-to-kurba/,2026-07-10,agriculture,Bauchi|Giade,"Welcome to FSSS Nigeria! info@fsssolutions.org 1190, Mabushi, Abuja Home Who We Are About Us What We Do Our People Get Involved Contact Us Testimonial FAQs Media Centre Newsletter ED’s Notes Agri-Digest KNOWLEDGE Repo GET INVOLVED Search for: The Mill That Brought Opportunity Home to Kurba IMPACT If you sit down with Aminu Ya’u, as I have, and ask him why he became a rice miller, his answer will surprise you because it isn’t about making money. Rather, it is about solving a problem that every household in his community knew too well. Within Kurba community in Giade Local Government Area of Bauchi State, farming is more than an occupation. It is the backbone of their daily life. During harves",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-1cd6fc15f1f9,delivery-1cd6fc15f1f9,source-jamaare-flood,Jama'are Communities should take over the ownership and maintenance of project - FG - Federal Ministry of Information and National Orientation,https://fmino.gov.ng/jamaare-communities-should-take-over-the-ownership-and-maintenance-of-project-fg/,2022-01-24,,Bauchi|Katagum,"Press Releases Jama’are Communities should take over the ownership and maintenance of project – FG By Ugomma Nnorom - January 24, 2022 0 Facebook X Pinterest WhatsApp Linkedin Email Print Telegram The Federal Government has urged the people of Jama’are communities, Bauchi State to take over ownership and maintenance of the flood and Erosion Control Project in the area. The President Muhammadu Buhari made this statement during the commissioning and handover ceremony of the flood and erosion control project in Jamaa’re, Bauchi state. While commissioning the project, the President, represented by the Minister of state for Industry, Trade and Investment Ambassador Maryam Y. Katagum said that the",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-7241b7895fc8,delivery-7241b7895fc8,source-ningi-road,"Bauchi State Media Tour: Ningi Gets Major Road Projects as 22km Dual Carriageway, 4km Township Road Transform Local Communities",https://albarkaradio.com/bauchi-state-media-tour-ningi-gets-major-road-projects-as-22km-dual-carriageway-4km-township-road-transform-local-communities/,2025-09-12,infrastructure,Bauchi|Ningi,"By Mubarak Aliyu Kobi Communities in Ningi Local Government Area of Bauchi State are witnessing a transformation in road infrastructure, as both urban and rural dwellers celebrate the progress of ongoing and completed projects under the administration of Governor Bala Mohammed. During the inspection tour of projects across the state, the contractor handling the 22-kilometer dual carriageway along the Bauchi-Kano road, Engr. Sulaiman Iliyasu of Mothercat Construction Company, revealed that the project has reached over 70 percent completion. He assured that the road would be delivered by December 2025, stressing that it is being executed in line with international quality standards, with provi",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-e517ee54d187,delivery-e517ee54d187,source-torodo-water,"WaterAid Nigeria, RUWASA provide boreholes to 30 Bauchi communities",https://tribuneonlineng.com/wateraid-nigeria-ruwasa-provide-boreholes-to-30-bauchi-communities/,2024-12-17,wash,Bauchi|Tafawa-Balewa,"Add as a preferred source Thirty communities in Tafawa Balewa LGA of Bauchi State have been provided with water facilities to promote water, sanitation, and hygiene for healthy living. The project was executed by WaterAid Nigeria with funding from the Armani Beauty Project in partnership with the Bauchi State Rural Water Supply and Sanitation Agency (RUWASSA). It is expected that the project will serve no less than 15,000 people in the 10 clusters that make up the thirty benefiting communities, each having no less than 1,500 inhabitants, including children. While officially handing over the facilities to the Bauchi State Government through the Tafawa Balewa LGC at a ceremony held in Murantan",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-fa3bab085ba0,delivery-fa3bab085ba0,source-warji-acresal,"ACReSAL provides plant nurseries, water schemes in three Bauchi LGAs",https://tribuneonlineng.com/acresal-provides-plant-nurseries-water-schemes-in-three-bauchi-lgas/,2025-07-26,wash,Bauchi|Ganjuwa|Ningi|Warji,"Add as a preferred source In continuation of the handing over of plant nurseries and integrated water schemes across the 20 local government areas, the Bauchi State Project Management Unit (SPMU) of the Agro-Climatic Resilience in Semi-Arid Landscapes (ACReSAL), on Thursday, handed over three sites in Ganjuwa, Ningi, and Warji LGAs. In his remarks, the State Project Coordinator, Dr Ibrahim Kabir, reaffirmed ACReSAL’s commitment to addressing environmental challenges through strategic interventions like afforestation and other initiatives. He noted that the nurseries were designed to provide communities in the LGAs with easy access to quality tree seedlings to support widespread afforestation",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-b15bf301ce56,delivery-b15bf301ce56,source-basg-education-scorecard,"Bauchi govt says 300 schools renovated, 3,000 teachers recruited in one year – Bauchi State Government",https://home.bauchistate.gov.ng/bauchi-govt-says-300-schools-renovated-3000-teachers-recruited-in-one-year/,2025-05-26,education,Bauchi,"The Bauchi government says it has rehabilitated and constructed 300 basic and post-basic schools to enhance access to free quality education. Jalaludeen Usman, spokesman for the education ministry in Bauchi, disclosed this while presenting the scorecard of Governor Bala Mohammed’s administration in the last year. He said Mr Mohammed’s administration, in collaboration with the African Development Bank, constructed three new model primary schools in Mashema, Dagauda, and Yalwan Duguri. Mr Usman said the administration also deployed 2,000 newly recruited qualified teachers to basic schools, while 1,000 others went to senior secondary schools, as part of an effort to address teacher shortages in",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-0b0f6e58905a,delivery-0b0f6e58905a,source-zaki-boreholes,Female pupils’ enrolment goes up in Bauchi schools,https://thenationonlineng.net/female-pupils-enrolment-goes-up-in-bauchi-schools/,2020-03-02,wash,Bauchi,"Thursday, September 24, 2026 Advertise With Us E-paper Follow Us on Google Home News Entertainment Business Politics Sports Inside Africa Editorial Columnists City Beats Foreign Contact Us News Update Follow Us on Google March 3, 2020 by The Nation Female pupils’ enrolment goes up in Bauchi schools Pupils of Baure primary school Before the execution of the Girls’ Education Project, a joint initiative of the United Nations Children’s Fund (UNICEF), the United Kingdom (UK) Department for International Development (DFID) and Bauchi State Rural Water Supply and Sanitation Agency (RUWASSA), female enrolment in schools in Bauchi State was on the decline. FRANK IKPEFAN , who recently visited the st",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-3d57116f2ea2,delivery-3d57116f2ea2,source-estrra-outcomes,Six Months into ESTRRA Project,https://fsssolutions.org/in-focus/six-months-into-estrra-project-how-foundation-investment-is-changing-lives-in-rural-bauchi,2026-06-11,agriculture,Bauchi,"Welcome to FSSS Nigeria! info@fsssolutions.org 1190, Mabushi, Abuja Home Who We Are About Us What We Do Our People Get Involved Contact Us Testimonial FAQs Media Centre Newsletter ED’s Notes Agri-Digest KNOWLEDGE Repo GET INVOLVED Search for: Six Months into ESTRRA Project: How Foundation’ Investment Is Changing Lives in Rural Bauchi IN-FOCUS For thousands of smallholder farming families across Northern Bauchi, agriculture remains both a source of livelihood and a source of vulnerability. The story of these farming communities is often one of resilience, with farmers working tirelessly to feed their families and sustain local economies despite numerous challenges. From climate shocks and dec",published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-manual-misau-fmc,delivery-manual-misau-fmc,source-misau-fmc,Federal Medical Centre Misau official history,https://www.fmcmisau.gov.ng/about,2026-02-24,health,Misau,FMC Misau history records establishment approval handover from Bauchi State and commencement of full clinical activities,published_source,Source supports a published achievement; verify new claims before promotion,,,
candidate-manual-toro-sanitation,delivery-manual-toro-sanitation,source-toro-sanitation,Open Defecation Free Movement in Nigeria is Saving Lives,https://www.unicef.org/nigeria/stories/open-defecation-free-movement-nigeria-saving-lives,2023-04-04,wash,Toro,UNICEF reports Toro open-defecation-free validation in 2022 after community action WASH byelaw and sanitation measures,published_source,Source supports a published achievement; verify new claims before promotion,,,
