lga,ward_code,ra_name_source,ra_name_display,source_id,source_url,source_scope,as_of_date,verification_status,review_note
Bogoro,RA-027,Bogoro D,Bogoro D,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Bogoro,RA-028,Boi A,Boi A,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Bogoro,RA-029,Boi B,Boi B,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Bogoro,RA-030,Boi C,Boi C,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Bogoro,RA-031,Lusa A,Lusa A,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Bogoro,RA-032,Lusa B,Lusa B,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Bogoro,RA-033,Lusa C,Lusa C,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dambam,RA-034,Garuza,Garuza,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dambam,RA-035,Gurbana,Gurbana,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dambam,RA-036,Dambam,Dambam,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dambam,RA-037,Yanda,Yanda,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dambam,RA-038,Yame,Yame,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dambam,RA-039,Dagauda,Dagauda,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dambam,RA-040,Gargawa,Gargawa,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dambam,RA-041,Zaura,Zaura,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dambam,RA-042,Jalam Central,Jalam Central,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dambam,RA-043,Jalam East,Jalam East,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Darazo,RA-044,Darajo,Darajo,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Darazo,RA-045,Tauya,Tauya,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Darazo,RA-046,Gabarin,Gabarin,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Darazo,RA-047,Konkiyal,Konkiyal,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Darazo,RA-048,Lago,Lago,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Darazo,RA-049,Sade,Sade,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Darazo,RA-050,Lanzai,Lanzai,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Darazo,RA-051,Yautare,Yautare,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Darazo,RA-052,Gabciyari,Gabciyari,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Darazo,RA-053,Wahu,Wahu,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Darazo,RA-054,Papa,Papa,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dass,RA-055,Bagel/Bajar,Bagel/Bajar,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dass,RA-056,Bundot,Bundot,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dass,RA-057,Bununu Central,Bununu Central,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dass,RA-058,Bununu South,Bununu South,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dass,RA-059,Baraza,Baraza,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dass,RA-060,Dott,Dott,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dass,RA-061,Durr,Durr,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dass,RA-062,Polchi,Polchi,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dass,RA-063,Wandi,Wandi,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Dass,RA-064,Zumbul/Lukshi,Zumbul/Lukshi,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Gamawa,RA-065,Gamawa,Gamawa,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Gamawa,RA-066,Kafin Romi,Kafin Romi,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Gamawa,RA-067,Gololo,Gololo,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Gamawa,RA-068,Kubdiya,Kubdiya,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Gamawa,RA-069,Alagarno/Jadori,Alagarno/Jadori,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Gamawa,RA-070,Tumbi,Tumbi,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Gamawa,RA-071,Udubo,Udubo,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Gamawa,RA-072,Tarmasuwa,Tarmasuwa,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Gamawa,RA-073,Raga,Raga,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Gamawa,RA-074,Gadiya,Gadiya,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Gamawa,RA-075,Zindi,Zindi,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Ganjuwa,RA-076,Ganjuwa,Ganjuwa,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Ganjuwa,RA-077,Gungura,Gungura,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Ganjuwa,RA-078,Kafin Madaki,Kafin Madaki,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Ganjuwa,RA-079,Kariya,Kariya,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Ganjuwa,RA-080,Kubi East,Kubi East,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Ganjuwa,RA-081,Kubi West,Kubi West,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Ganjuwa,RA-082,Miya East,Miya East,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Ganjuwa,RA-083,Miya West,Miya West,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Ganjuwa,RA-084,Nasarawa North,Nasarawa North,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Ganjuwa,RA-085,Nasarawa South,Nasarawa South,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Ganjuwa,RA-086,Yali,Yali,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Giade,RA-087,Chinkani,Chinkani,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Giade,RA-088,Sabon Sara,Sabon Sara,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Giade,RA-089,Doguwa Central,Doguwa Central,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Giade,RA-090,Doguwa South,Doguwa South,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Giade,RA-091,Giade,Giade,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Giade,RA-092,Isawa,Isawa,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Giade,RA-093,Uzum A,Uzum A,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Giade,RA-094,Uzum B,Uzum B,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Giade,RA-095,Zabi,Zabi,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Giade,RA-096,Zirami,Zirami,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Itas-Gadau,RA-097,Itas,Itas,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Itas-Gadau,RA-098,Mashema,Mashema,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Itas-Gadau,RA-099,Gwarai,Gwarai,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
Itas-Gadau,RA-100,Abdallawa/Magarya,Abdallawa/Magarya,source-inec-bauchi-ra-2023,https://inecnigeria.org/wp-content/uploads/2023/01/BAUCHI-1.pdf,electoral_registration_area,2023-01-01,provisional_source_not_directly_downloaded,INEC electoral RA label; confirm current administrative status before describing as a council ward.
